@relation FACE_BOUNDING_BOX

@attribute Instance_name string
@attribute frameTime numeric
@attribute top_left_X_coordinate numeric
@attribute top-left-Y-coordinate numeric
@attribute width numeric
@attribute height numeric


@data
train_4,10.8,539.45,288.68,169.18,160.52
train_4,10.84,539.24,289.47,168.71,162.53
train_4,10.88,539.43,289.06,169.41,160.59
train_4,10.92,540.11,288.8,168.25,160.4
train_4,10.96,540.17,288.47,167.28,160.26
train_4,11,540.2,289.12,167.71,161.35
train_4,11.04,540.49,288.5,167.35,161.84
train_4,11.08,539.88,289.13,167.79,161.15
train_4,11.12,540.2,289.39,168.23,161.42
train_4,11.16,540.2,289.19,167.46,161.86
train_4,11.2,540.87,288.42,167.3,161.88
train_4,11.24,540.01,289.09,168.5,161.79
train_4,11.28,540.62,289.35,168.26,163.13
train_4,11.32,540.14,290.08,168.31,162.13
train_4,11.36,541.03,289.16,167.75,162.29
train_4,11.4,540.37,289.65,167.87,161.53
train_4,11.44,539.62,290.08,169.2,160.81
train_4,11.48,539.54,290.26,169.69,162.14
train_4,11.52,539.77,289.33,169.53,162.76
train_4,11.56,539.7473,289.805,169.091,162.21
train_4,11.6,539.67,290.28,168.76,161.66
train_4,11.64,537.66,289.95,170.57,162.53
train_4,11.68,537.21,289.77,171.41,162.29
train_4,11.72,539.96,290.18,169.24,163.62
train_4,11.76,539.61,290.42,168.51,162.87
train_4,11.8,539.35,290.32,169.68,163.22
train_4,11.84,539,289.75,169.34,164.33
train_4,11.88,539.35,291.12,168.6,163.85
train_4,11.92,538.37,290.82,171.28,165.02
train_4,11.96,538.75,291.88,169.54,163.79
train_4,12,539.98,291.68,168.43,165.72
train_4,12.04,541.68,292.74,165.61,165.35
train_4,12.08,540.33,292.69,167.93,166.91
train_4,12.12,540.5,295.3,168,167.31
train_4,12.16,542,298.07,165.81,169.18
train_4,12.2,537.54,310.39,172.78,175.35
train_4,12.24,536.88,318.48,174.49,175.45
train_4,12.28,536.97,329.38,177.18,176.98
train_4,12.32,535.1,339.95,181.79,175.7
train_4,12.36,534.56,350.58,182.95,174.97
train_4,12.4,534.35,359.64,183.37,173.18
train_4,12.44,533.55,371.65,186.23,169.98
train_4,12.48,532.22,376.05,188.87,170.38
train_4,12.52,532.58,379.22,187.68,169.42
train_4,12.56,531.17,382.19,189.62,168.75
train_4,12.6,529.8,386.14,190.17,166.74
train_4,12.64,529.07,388.03,188.69,166.08
train_4,12.68,528.79,389.31,187.22,166.66
train_4,12.72,529,390.37,187.9,166.35
train_4,12.76,528.33,392.27,189.29,165.83
train_4,12.8,527.45,393.03,188.63,165.91
train_4,12.84,528.74,393.4,186.19,166.3
train_4,12.88,527.18,393.59,186.03,167.53
train_4,12.92,527.45,395.5,187.59,166
train_4,12.96,527.63,395.92,187.45,167.14
train_4,13,527.1,396.44,187.85,166.26
train_4,13.04,526.58,396.89,187.32,166.2
train_4,13.08,523.75,397.52,187.36,164.45
train_4,13.12,523.88,397.14,188.09,164.99
train_4,13.16,522.16,397.24,187.85,165.02
train_4,13.2,522.96,397.62,187.32,166.91
train_4,13.24,524.06,397.7,186.68,167.55
train_4,13.28,522.6,396.68,186.61,165.98
train_4,13.32,522.7,396.85,187.89,168.45
train_4,13.36,523.03,397.03,187.91,167.37
train_4,13.4,523.9,396.81,186.32,166.89
train_4,13.44,522.91,396.09,185.5,168.72
train_4,13.48,523.53,396.22,187.24,168.05
train_4,13.52,522.89,396.23,187.53,167.92
train_4,13.56,523.63,396.92,185.85,166.84
train_4,13.6,522.23,395.69,186.45,168.22
train_4,13.64,518.89,395.5,186.82,168.02
train_4,13.68,520.47,396.02,184.77,168.09
train_4,13.72,519.63,395.94,183.97,167.74
train_4,13.76,518.83,395.68,186.07,167.94
train_4,13.8,518.39,396.92,188.22,168.43
train_4,13.84,517.01,395.58,188.46,168.68
train_4,13.88,515.02,395.54,187.94,169.17
train_4,13.92,515.2,395.95,187.05,167.87
train_4,13.96,515.97,396.2,185.45,168.41
train_4,14,515.23,396.13,186.5,168.72
train_4,14.04,512.91,397.32,188.95,168.71
train_4,14.08,515.13,396.75,188.57,168.39
train_4,14.12,514.6,397.94,186.29,166.38
train_4,14.16,516.34,396.96,187.78,168.41
train_4,14.2,516.88,397.19,186.69,167.89
train_4,14.24,516.83,397.81,186.74,166.03
train_4,14.28,516.91,397.89,189.14,168.3
train_4,14.32,515.87,398.01,188.15,167.27
train_4,14.36,516.15,398.06,188.04,167.46
train_4,14.4,515.79,397.69,188.22,166.67
train_4,14.44,517.01,398.33,188.03,167.52
train_4,14.48,515.94,398.84,188.17,166.14
train_4,14.52,516.25,399.48,189.45,167.62
train_4,14.56,517.6,399.74,188.53,167.12
train_4,14.6,517.92,400.01,188.82,167.47
train_4,14.64,518.49,399.3,188.15,169.63
train_4,14.68,518.04,400.4,188.27,169.32
train_4,14.72,518.1,401.34,188.05,166.69
train_4,14.76,518.56,400.76,185.45,166.04
train_4,14.8,519.05,400.15,185.6,168.75
train_4,14.84,521.89,401.55,182.91,167.86
train_4,14.88,521.76,400.65,181.94,168.17
train_4,14.92,518.48,401.58,190.69,167.85
train_4,14.96,518.46,402.35,189.26,167.23
train_4,15,516.77,402.12,192.98,167.32
train_4,15.04,517.76,403.43,191.78,166.25
train_4,15.08,518.69,403.81,190.65,168.13
train_4,15.12,516.85,403.97,191.98,166.52
train_4,15.16,515.91,403.35,192.76,166.9
train_4,15.2,516.51,404.24,193.69,165.6
train_4,15.24,515.47,403.01,193.44,166.62
train_4,15.28,516.44,403.39,192.19,167.8
train_4,15.32,517.57,403.42,190.94,168.23
train_4,15.36,516.22,402.98,193.32,167.35
train_4,15.4,516.17,404.31,192.73,166.96
train_4,15.44,517.85,404.04,190.74,166.81
train_4,15.48,518.21,403.88,190.64,167.54
train_4,15.52,517.75,404.9,191.06,167.15
train_4,15.56,518.27,404.5,191.83,167.04
train_4,15.6,518.72,404.71,188.99,165.71
train_4,15.64,517.6,404.91,190.48,166.69
train_4,15.68,518.94,404.97,189.22,167.9
train_4,15.72,519.94,405.79,189.74,165.63
train_4,15.76,519.31,405.3,188.71,165.66
train_4,15.8,519.53,405.09,189.1,166.83
train_4,15.84,518.81,405.68,190.5,166.08
train_4,15.88,516.71,406.23,192.38,166.75
train_4,15.92,518.17,406.41,190.49,166.01
train_4,15.96,515.95,405.55,191.75,166.64
train_4,16,516.22,406.34,192.63,166.18
train_4,16.04,516.5,405.15,192.11,166.75
train_4,16.08,518.02,407.11,192.53,164.77
train_4,16.12,516.95,407.29,192.6,166.23
train_4,16.16,516.37,406.92,192.61,165.74
train_4,16.2,516.38,407.98,193.91,164.38
train_4,16.24,517.23,407.26,193.87,165.92
train_4,16.28,518.69,407.12,193.49,166.46
train_4,16.32,517.85,407.95,191.79,166.43
train_4,16.36,518.23,407.9,193.14,165.42
train_4,16.4,518.65,408.33,193.3,163.92
train_4,16.44,519.15,408.8,191.3,163.98
train_4,16.48,517.19,407.95,193.72,164.26
train_4,16.52,519.29,408.33,193.41,164.78
train_4,16.56,517.2,407.52,194.08,164.9
train_4,16.6,517.92,408.9,191.67,163.91
train_4,16.64,518.15,408.76,192.82,164.55
train_4,16.68,517.61,409.2,193.74,164.23
train_4,16.72,519.08,408.43,193.06,165.47
train_4,16.76,517.83,407.17,191.17,167.91
train_4,16.8,518.64,408.08,191.57,165.37
train_4,16.84,519.42,408.04,190.87,165.8
train_4,16.88,519.72,407.59,191.71,166.7
train_4,16.92,520.5309,407.595,190.515,165.415
train_4,16.96,521.14,407.6,189.32,164.13
train_4,17,517.68,405.51,191.86,168.15
train_4,17.04,518.34,405.06,191.93,167.32
train_4,17.08,519.7,405.03,190.91,166.9
train_4,17.12,518.38,405.1,191.37,167.13
train_4,17.16,518.79,404.43,190.96,166.35
train_4,17.2,519.48,403.69,191.62,167.37
train_4,17.24,520.11,402.73,191.63,167.4
train_4,17.28,520.32,402.01,190.89,168.5
train_4,17.32,520.86,402.12,191.17,167.58
train_4,17.36,520.64,401.66,191.28,166.18
train_4,17.4,523.9,401.14,186.63,166.99
train_4,17.44,521.83,400.56,186.75,167.3
train_4,17.48,523.19,398.42,185.89,169.89
train_4,17.52,522.58,397.76,186.52,169.08
train_4,17.56,523.44,390.69,181.65,172.54
train_4,17.6,519.35,382.07,181.17,182.7
train_4,17.64,516.76,367.17,181.35,187.62
train_4,17.68,514.41,349.36,182.48,193.61
train_4,17.72,508.03,330.19,187.32,197.95
train_4,17.76,511.29,316.52,185.86,199.39
train_4,17.8,516.04,296.51,180.6,207.46
train_4,17.84,518.17,292.73,175.87,211.32
train_4,17.88,514.96,289.93,179.21,202.86
train_4,17.92,510.91,289.02,181.6,192.69
train_4,17.96,508.52,284.76,178.35,180.31
train_4,18,510.37,284.13,172.03,173.84
train_4,18.04,510.72,283.86,172.52,173.86
train_4,18.08,511.5,283.1,169.58,171.21
train_4,18.12,514.28,282.22,168.12,172
train_4,18.16,515.71,280.99,169.75,169.64
train_4,18.2,516.1,279.65,173.45,172.2
train_4,18.24,517.7,279.06,172.17,169.97
train_4,18.28,517.41,279.24,172.38,169.46
train_4,18.32,517.27,278.87,173.35,169.95
train_4,18.36,516.82,278.7,173.06,169.35
train_4,18.4,518.14,278.18,170.77,166.87
train_4,18.44,519.73,277.84,169.67,167.07
train_4,18.48,519.85,277.76,169.83,166.47
train_4,18.52,520.03,278.35,170.75,166.15
train_4,18.56,520.22,279.28,171.76,166.5
train_4,18.6,518.55,278.09,175.12,168.77
train_4,18.64,519.43,279.45,172.9,167
train_4,18.68,519.52,279.78,173.13,167.65
train_4,18.72,519.33,279.97,173.42,167.9
train_4,18.76,518.43,278.94,174.21,169.09
train_4,18.8,519.74,278.97,172.8,169.08
train_4,18.84,518.67,279.9,173.12,169.94
train_4,18.88,518.28,280.31,173.46,168.24
train_4,18.92,518.76,280.02,172.15,171.12
train_4,18.96,517.56,279.88,174.36,171.11
train_4,19,519,280.14,172.8,171.72
train_4,19.04,518.25,280.42,173.48,172.27
train_4,19.08,518.89,280.33,173.56,171.4
train_4,19.12,519.81,280.97,172.08,171.03
train_4,19.16,519.87,280.67,171.12,172.38
train_4,19.2,519.66,281.12,173.16,172.87
train_4,19.24,519.92,281.07,173.24,173.93
train_4,19.28,519.67,281.84,174.03,171.21
train_4,19.32,519.63,281.53,174.06,172.26
train_4,19.36,520.12,281.96,174.91,172.77
train_4,19.4,520.61,283.04,172.62,171.39
train_4,19.44,520.4,283.55,174.35,172.48
train_4,19.48,520.54,283.51,173.72,172.61
train_4,19.52,521.77,283.26,174.28,174.75
train_4,19.56,520.42,284.84,175.35,174.02
train_4,19.6,520.3,285.12,175.85,173.83
train_4,19.64,520.41,285.51,175.13,174.48
train_4,19.68,522.03,286.77,174.18,175.05
train_4,19.72,520.39,286.76,174.26,173.87
train_4,19.76,521.64,286.39,172.81,173.94
train_4,19.8,520.5,287.32,175.3,174.42
train_4,19.84,521.84,287.1,173.52,174.49
train_4,19.88,522.59,288.16,172.84,174.24
train_4,19.92,519.95,288.89,175.8,174.35
train_4,19.96,522.05,288.95,173.71,173.54
train_4,20,520.77,288.57,175.55,173.36
train_4,20.04,520.62,289.87,176,174.09
train_4,20.08,519.45,289.34,176.11,176.92
train_4,20.12,520.71,290.51,174.98,178.49
train_4,20.16,519.87,291.03,176.61,175.69
train_4,20.2,520.57,290.5,175.46,177.12
train_4,20.24,520.79,291.96,176.07,178.58
train_4,20.28,518.15,291.42,178.24,176.86
train_4,20.32,521.29,291.69,174.32,175.21
train_4,20.36,520.38,291.72,175.55,178.11
train_4,20.4,522.08,291.86,172.13,174.03
train_4,20.44,522.77,290.27,172.26,174.34
train_4,20.48,522.31,290.08,171.47,175.1
train_4,20.52,522.06,290.13,173.46,176.9
train_4,20.56,520.84,288.67,173.81,177.87
train_4,20.6,517.78,289.44,178.89,177.93
train_4,20.64,520.58,288.11,174.35,175.43
train_4,20.68,521.33,287.77,173.24,176.3
train_4,20.72,522.86,286.67,172.33,174.89
train_4,20.76,522.05,286.76,173.55,175.43
train_4,20.8,521.43,286.3,173.86,175.43
train_4,20.84,522.91,285.41,172.35,174.36
train_4,20.88,522.44,286.09,174.36,174.33
train_4,20.92,522.15,286.06,174.24,174.56
train_4,20.96,522,286.08,175.3,174.4
train_4,21,523.4,285.43,173.06,173.59
train_4,21.04,522.45,284.99,174.59,174.16
train_4,21.08,522.72,283.93,176.23,173.95
train_4,21.12,523.55,285.31,173.91,174.57
train_4,21.16,525.03,286.87,172.53,176.02
train_4,21.2,524.65,287.11,174.46,175.7
train_4,21.24,525.78,286.485,172.83,175.7674
train_4,21.28,526.91,285.86,171.2,175.98
train_4,21.32,525.59,286.47,172.54,178.06
train_4,21.36,523.16,286.59,173.85,176.92
train_4,21.4,522.85,286.49,174.93,174.56
train_4,21.44,521.53,286.98,176.42,173.98
train_4,21.48,521.89,284.5,173.9,169.4
train_4,21.52,522.93,283.04,171.76,172.78
train_4,21.56,522.87,283.27,172.65,173.52
train_4,21.6,521.6,284.51,174.05,176.57
train_4,21.64,520.89,285.3,174.86,177.54
train_4,21.68,519.23,285.56,176.45,176.64
train_4,21.72,518.33,286.33,177.16,176.53
train_4,21.76,519.37,284.75,175.64,177.12
train_4,21.8,517.32,285.27,177.98,176.56
train_4,21.84,516.45,284.46,178.5,176.55
train_4,21.88,516.36,285.5,176.53,174.75
train_4,21.92,517.94,285.23,174.84,172.67
train_4,21.96,518.34,285.17,174.33,172.28
train_4,22,517.69,284.99,175.33,174.04
train_4,22.04,519.22,284.88,172.92,173.16
train_4,22.08,518.29,284.69,175.89,175.18
train_4,22.12,519.72,286.98,174.06,174.21
train_4,22.16,519.03,287.62,175.92,173.94
train_4,22.2,521.16,288.77,173.75,174.08
train_4,22.24,520.41,288.91,175.77,174.06
train_4,22.28,521.15,288.42,175.51,174.9
train_4,22.32,521.63,288.56,176.89,174.81
train_4,22.36,522.34,288.54,177.39,174.77
train_4,22.4,522.85,289.35,176.47,172.82
train_4,22.44,523.1,289.32,174.34,174.09
train_4,22.48,521.62,289.32,176.95,174.48
train_4,22.52,524.4,289.67,173.9,174.61
train_4,22.56,522.06,290.68,177.33,173.9
train_4,22.6,521.93,291.24,176.23,175.92
train_4,22.64,520.94,292.47,177.12,175.68
train_4,22.68,521.16,296.48,175.35,176.25
train_4,22.72,518.17,300.28,178.04,175.57
train_4,22.76,517.4,313.11,181.65,179.75
train_4,22.8,518.45,320.21,183.04,179.57
train_4,22.84,521.41,328.65,184.05,180.39
train_4,22.88,523.22,336.34,184.88,179.7
train_4,22.92,525.74,350.97,183.57,178.51
train_4,22.96,525.83,355.76,185.09,174.97
train_4,23,525.71,359.17,185.74,175.89
train_4,23.04,527.69,363.14,185.1,173.83
train_4,23.08,527.62,366.5,185.76,173.94
train_4,23.12,528.19,369.33,186.88,175.42
