@relation FACE_BOUNDING_BOX

@attribute Instance_name string
@attribute frameTime numeric
@attribute top_left_X_coordinate numeric
@attribute top-left-Y-coordinate numeric
@attribute width numeric
@attribute height numeric


@data
train_3,2.16,598.01,166.71,233.03,205.73
train_3,2.2,601.05,164.23,230.89,210.86
train_3,2.24,613.82,163.32,220.08,205.16
train_3,2.28,613.56,163.19,222.46,192.75
train_3,2.32,618.77,166.06,219.12,187.7
train_3,2.36,615.34,170.75,222.21,185.93
train_3,2.4,605.52,175.57,221.79,190.68
train_3,2.44,598.24,178.11,227.93,200.79
train_3,2.48,590.99,179.42,232.17,202.02
train_3,2.52,584.49,180.07,232.06,197.54
train_3,2.56,575.92,180.07,233.76,192.99
train_3,2.6,564.69,179.97,229.24,189.51
train_3,2.64,560.81,178.52,228.36,187.56
train_3,2.68,559.61,177.45,226.6,190.53
train_3,2.72,559.18,177.5,228.01,191.6
train_3,2.76,560.77,177.59,227.71,192.09
train_3,2.8,564.55,177.34,228.78,190.7
train_3,2.84,571.91,176.19,224.42,190.43
train_3,2.88,583.05,172.43,224.15,191.14
train_3,2.92,587.63,172.16,222.24,187.65
train_3,2.96,594.58,170.73,218.04,186.78
train_3,3,606.81,168.11,213.17,186.93
train_3,3.04,607.79,167.36,212.75,186.02
train_3,3.08,605.9,167.13,217.02,186.55
train_3,3.12,605.08,167.34,215.93,187.41
train_3,3.16,603.03,168.87,217.56,188.7
train_3,3.2,598.6,170.12,219.4,189.27
train_3,3.24,595.32,172.36,221.02,185.94
train_3,3.28,583.34,177.41,227.34,187.02
train_3,3.32,581.39,181.4,225.5,187.99
train_3,3.36,574.76,182.89,230.56,189.4
train_3,3.4,570.34,185.19,231.14,189.76
train_3,3.44,556.86,187.28,235.56,188.24
train_3,3.48,550.38,188.66,236.99,188.21
train_3,3.52,544.78,189.17,238.71,189.99
train_3,3.56,536.78,189.18,243.49,196.22
train_3,3.6,529.14,188.54,245.48,198.95
train_3,3.64,516.74,192.09,246.12,203.6
train_3,3.68,511.61,193.67,246.33,206.21
train_3,3.72,506.82,194.33,248.86,205.66
train_3,3.76,501.48,192.96,252.61,208.03
train_3,3.8,499.37,193.02,250.76,206.44
train_3,3.84,493.32,194.38,249.58,200.05
train_3,3.88,489.22,192.99,249.69,198.02
train_3,3.92,486.1,192.94,250.42,196.67
train_3,3.96,484.64,192.28,243.58,195.12
train_3,4,484.97,192.48,239.58,195.25
train_3,4.04,480.69,194.39,235.83,198.97
train_3,4.08,474.91,200.39,239.82,204.49
train_3,4.12,474.29,200.61,237.53,206.95
train_3,4.16,474.34,200.39,237.71,207.42
train_3,4.2,475.36,201.32,235.67,207.95
train_3,4.24,473.97,200.56,235.81,207.49
train_3,4.28,472.91,199.42,233.92,207.94
train_3,4.32,471.62,198.26,233.66,206.12
train_3,4.36,475.73,198.88,227.52,207.88
train_3,4.4,477.1,199.66,228.89,210.17
train_3,4.44,485.34,203.4,225.69,215.65
train_3,4.48,490.32,206.38,226.99,215.69
train_3,4.52,494.31,208.25,233.27,215.7
train_3,4.56,503.38,207.46,231.01,213.36
train_3,4.6,509.64,206.8,234.85,214.2
train_3,4.64,518.63,205.3,236.07,215.39
train_3,4.68,525.46,203.44,238.2,215.18
train_3,4.72,545.91,201.23,240.84,216.43
train_3,4.76,554.5,200.64,240.94,214.82
train_3,4.8,564.27,200.88,241.6,216.6
train_3,4.84,572.44,201.54,242.14,216.42
train_3,4.88,586.8,202.98,237.37,216.76
train_3,4.92,592.12,203.9,234.77,216.44
train_3,4.96,597.73,204.78,233.55,218.65
train_3,5,598.37,204.56,235.85,220.16
train_3,5.04,593.99,204.21,242.11,222.26
train_3,5.08,591.37,205.13,244.38,223.58
train_3,5.12,586.44,209.52,241.69,222.31
train_3,5.16,586.89,209.92,237.51,218.85
train_3,5.2,584.63,212.57,238.49,218.75
train_3,5.24,576.42,212.85,240.68,218.09
train_3,5.28,575.21,213.99,236.22,217.18
train_3,5.32,570.71,214.05,238.34,218.69
train_3,5.36,565.56,214.69,238.21,216.14
train_3,5.4,560.32,214.96,240.26,216.67
train_3,5.44,554.76,215.48,243.45,216.83
train_3,5.48,551.75,217.73,244.62,217.45
train_3,5.52,543.55,219.87,246.76,218.63
train_3,5.56,542.38,221.3,244.75,218.15
train_3,5.6,542.11,222.83,244.54,217.86
train_3,5.64,539.88,224.96,245.95,218.53
train_3,5.68,539.42,228.94,244.7,219.93
train_3,5.72,534.46,242.49,246.9,223.47
train_3,5.76,531.64,250.4,246.27,221.93
train_3,5.8,530.39,256.77,246.85,221.27
train_3,5.84,528.69,260.58,249.1,221.19
train_3,5.88,528.98,264.55,247.06,218.79
train_3,5.92,524.86,268.64,250.53,219.13
train_3,5.96,525.59,269.9,249.55,218.83
train_3,6,523.96,271.74,249.69,216.78
train_3,6.04,522.44,271.17,251.27,216.34
train_3,6.08,521.15,271.65,251.42,214.62
train_3,6.12,520.75,271.28,252.72,216.76
train_3,6.16,519.15,272.46,251.23,215.06
train_3,6.2,519.13,272.78,250.61,216.48
train_3,6.24,517.05,272.2,252.75,216.42
train_3,6.28,515.32,271.7,251.74,215.62
train_3,6.32,513.73,271.15,251.13,215.66
train_3,6.36,514.5,270.68,250.74,216.18
train_3,6.4,512.41,269.33,250.41,215.37
train_3,6.44,511.8,269.32,250.14,215.28
train_3,6.48,509.66,268.33,248.37,216.73
train_3,6.52,506.98,267.34,249.16,217.55
train_3,6.56,506.14,266.44,246.44,217.27
train_3,6.6,503.95,266.5,246.81,217.62
train_3,6.64,501.97,267.02,248.53,216.82
train_3,6.68,500.27,266.54,247.17,217.82
train_3,6.72,499.02,264.48,246.84,220.94
train_3,6.76,497.81,264.03,243.61,220.28
train_3,6.8,493.52,262.95,244.12,219.13
train_3,6.84,492.77,261.66,238.54,216.85
train_3,6.88,489.72,260.98,236.2,216.46
train_3,6.92,475.28,255.25,225.12,213.56
train_3,6.96,466.38,251.79,215.85,214.44
train_3,7,458.45,248.27,196.06,215.07
train_3,7.04,448.24,245.7,184.6,218.05
train_3,7.08,431.68,240.05,180.21,220.09
train_3,7.12,417.38,235.12,165.24,221.73
train_3,7.16,385.87,242.87,167.11,207.22
train_3,7.2,378.77,254.18,152.46,201.69
train_3,7.24,373.81,249.72,137.5,201.35
train_3,7.28,370.13,256.45,135.08,197.64
train_3,7.32,371.46,258.28,122.5,197.72
train_3,7.36,366.69,259.1,117.55,197.5
train_3,7.4,362.42,259.36,119.34,203.23
train_3,7.44,355.26,262.33,124.79,212.13
train_3,7.48,344.93,255.85,123.49,229.42
train_3,7.52,340.84,251.03,122.15,249.47
train_3,7.56,340.83,249.01,116.83,254.39
train_3,7.6,341.05,248.9,117.7,255.66
train_3,7.64,339.29,243.61,119.23,257.66
train_3,7.68,338.34,247.41,124.79,256.58
train_3,7.72,338.5,246.35,124.51,257.28
train_3,7.76,338.85,245.68,128.22,257.06
train_3,7.8,338.63,248.44,128.64,254.12
train_3,7.84,339.41,241.61,128.77,256.37
train_3,7.88,339.94,245.46,127.85,254.92
train_3,7.92,340.65,246.05,128.94,251.91
train_3,7.96,340.61,246.6,132.08,255.55
train_3,8,340.12,249.47,127.66,252.76
train_3,8.04,341.5464,250.9126,126.7668,252.8318
train_3,8.08,343.92,251.55,125.84,253.05
train_3,8.12,345.81,247.17,120.36,254.64
train_3,8.16,345.26,245.2,119.45,256.66
train_3,8.2,345.62,244.66,118.62,256.7
train_3,8.24,345.5083,244.7805,117.0568,256.9057
train_3,8.28,345.18,245.09,115.99,257.32
train_3,8.32,343.25,246.05,119.07,258.19
train_3,8.36,342.82,245.1,119.27,257.43
train_3,8.4,339.62,243.27,121.85,259.62
train_3,8.44,340.4,239.63,119.11,260.12
train_3,8.48,337.78,246.34,119.13,256.71
train_3,8.52,339.37,244.98,119.65,255.77
train_3,8.56,339.67,249.45,122.69,256.39
train_3,8.6,339,248.2,122.37,259.31
train_3,8.64,0,0,0,0
train_3,8.68,0,0,0,0
train_3,8.72,0,0,0,0
train_3,8.76,0,0,0,0
train_3,8.8,0,0,0,0
train_3,8.84,0,0,0,0
train_3,8.88,0,0,0,0
train_3,8.92,0,0,0,0
train_3,8.96,0,0,0,0
train_3,9,0,0,0,0
train_3,9.04,0,0,0,0
train_3,9.08,0,0,0,0
train_3,9.12,0,0,0,0
train_3,9.16,0,0,0,0
train_3,9.2,0,0,0,0
train_3,9.24,0,0,0,0
train_3,9.28,0,0,0,0
train_3,9.32,0,0,0,0
train_3,9.36,0,0,0,0
train_3,9.4,0,0,0,0
train_3,9.44,0,0,0,0
train_3,9.48,0,0,0,0
train_3,9.52,0,0,0,0
train_3,9.56,0,0,0,0
train_3,9.6,0,0,0,0
train_3,9.64,448,189.99,178.45,187.13
train_3,9.68,469.69,183.16,180.76,182.33
train_3,9.72,486.48,179.21,192.38,175.13
train_3,9.76,523.02,178.88,186.89,172.4
train_3,9.8,556.03,174.21,190.25,175.6
train_3,9.84,554.28,175.47,207.54,172.87
train_3,9.88,557.95,174.77,208.31,172.29
train_3,9.92,561.31,175.75,206.32,170.77
train_3,9.96,560.11,176.06,209.44,170.47
train_3,10,558.87,176.51,206.4,168.67
train_3,10.04,554.54,175.46,205.01,167.66
train_3,10.08,553.5,175.25,203.47,168.41
train_3,10.12,551.77,175.32,204.89,167.44
train_3,10.16,550.37,174.12,202.08,168.13
train_3,10.2,549.38,173.93,202.5,168.01
train_3,10.24,554.79,155.62,203.37,170.78
train_3,10.28,565.75,143.14,201.52,168.6
train_3,10.32,573.62,134.66,199.55,168.56
train_3,10.36,576.65,129.65,200.59,169.03
train_3,10.4,574.52,126.55,206.24,172.35
train_3,10.44,574.87,130.44,206.97,174.72
train_3,10.48,572.09,134.18,208.45,177.77
train_3,10.52,567.06,138.99,209.43,181.89
train_3,10.56,555.38,149.32,215.8,183.33
train_3,10.6,537.75,177.62,224.68,194.91
train_3,10.64,520.18,190.07,240.15,198.08
train_3,10.68,509.18,199.42,249.52,200.35
train_3,10.72,496.92,207.36,255.62,201
train_3,10.76,487.45,210.85,261.36,203.4
train_3,10.8,479.53,215.74,267.19,205.51
train_3,10.84,477.22,220.41,267.26,207.35
train_3,10.88,473.4,232.95,276.85,211.24
train_3,10.92,477.71,237.9,276.1,217.58
train_3,10.96,480.37,238.93,276.52,224.61
train_3,11,483.85,239.2,273.35,228.36
train_3,11.04,487.54,235.35,268.69,232.22
train_3,11.08,495.41,207.72,254.74,236.94
train_3,11.12,498.12,187.93,253.84,234.85
train_3,11.16,502,170.6,255.58,229.36
train_3,11.2,505.37,158.48,259.16,225.36
train_3,11.24,514.84,145.96,260.4,220.95
train_3,11.28,518.31,144.7,257.63,215.5
train_3,11.32,521.19,143.3,255.2,214.29
train_3,11.36,527.05,144.86,250.55,211.5
train_3,11.4,528.71,146.49,248.98,209.91
train_3,11.44,531.71,149.9,247.85,208.37
train_3,11.48,533.79,153.16,246.31,207.7
train_3,11.52,536.86,156.24,244.59,204.51
train_3,11.56,540.78,155.76,239.16,200.89
train_3,11.6,541.38,154.87,241.35,197.24
train_3,11.64,544.98,154.55,239.57,197.18
train_3,11.68,547.03,155.99,240.04,197.24
train_3,11.72,550.29,156.91,235.25,194.9
train_3,11.76,549.88,159.21,235.95,192.94
train_3,11.8,549.62,159.65,235.3,192.55
train_3,11.84,547.49,159.76,235.3,192.47
train_3,11.88,545.02,158.84,232.85,191.05
train_3,11.92,541.34,158.1,230.96,189.87
train_3,11.96,538.33,157.7,233.2,188.78
train_3,12,535.8,158.97,235.64,188.12
train_3,12.04,534.7,159.41,235.49,187.13
train_3,12.08,532.09,161.05,234.71,184.88
train_3,12.12,528.83,160.82,239.32,184.53
train_3,12.16,531.42,160.86,234.23,184.29
train_3,12.2,530.76,161.02,235.95,183.57
train_3,12.24,532.25,160.51,235.37,183.75
train_3,12.28,532.6,160.7,238.24,184.28
train_3,12.32,534.61,160.58,237.07,183.41
train_3,12.36,537.29,159.72,233.63,183.72
train_3,12.4,538.79,160.17,233.54,183.06
train_3,12.44,543.2,160.27,230.45,185.58
train_3,12.48,540.85,159.97,231.76,185.27
train_3,12.52,539.17,159.32,235.56,186.85
train_3,12.56,539.2,159.25,236.45,194.15
train_3,12.6,539.89,159.24,237.18,194.67
train_3,12.64,542.47,160.3,234.3,190.66
train_3,12.68,544.34,162.7,230.91,190.58
train_3,12.72,545.14,164.79,231.55,189.89
train_3,12.76,545.66,165.98,232.71,190.52
train_3,12.8,544.88,167.57,234.76,187.58
train_3,12.84,544.93,169.82,237.02,188.72
train_3,12.88,544.05,171.24,238.04,191.34
train_3,12.92,541.75,172.67,239.28,198.45
train_3,12.96,539.26,175.33,242.4,201.35
train_3,13,536.25,176.06,246.48,197.28
train_3,13.04,538.45,176.77,244.35,198.49
train_3,13.08,538,179.37,242.79,195.71
train_3,13.12,540.94,179.24,242.97,195.84
train_3,13.16,544.66,180.7,238.34,196.31
train_3,13.2,545.45,183.02,241.38,197.49
train_3,13.24,549.31,185.56,239.41,197.19
train_3,13.28,552.31,186.51,240.05,201.86
train_3,13.32,555.7,186.34,237.24,208.07
train_3,13.36,555.6,185.35,237.3,207.81
train_3,13.4,553.73,184.99,237.58,207.03
train_3,13.44,550.77,186.39,238.68,206.6
train_3,13.48,549.35,187.03,238.97,208.15
train_3,13.52,545,188.84,239.11,208.27
train_3,13.56,541.9,187.51,242.08,206.13
train_3,13.6,537.91,186.55,243.37,202.08
train_3,13.64,536.52,187.04,243.37,199.33
train_3,13.68,535.58,186.35,244.15,200.41
train_3,13.72,534.49,185.98,245.52,210.81
train_3,13.76,534.79,187.01,244.18,211.11
train_3,13.8,536.01,187.45,242.6,207.43
train_3,13.84,537.67,189.47,241.23,202.65
train_3,13.88,536.82,190.55,243.43,203.49
train_3,13.92,537.37,191.79,242.65,204.11
train_3,13.96,535.91,194.12,244.41,206.38
train_3,14,535.01,194.58,244.19,209.52
train_3,14.04,533.8,193.8,244.87,204.13
train_3,14.08,533.92,192.43,244,202.21
train_3,14.12,532.89,191.21,242.75,200.37
train_3,14.16,532.89,189.53,242.14,204.9
train_3,14.2,531.27,191.51,244.61,206.38
train_3,14.24,530.43,193.25,246.45,204.08
train_3,14.28,531.29,193.08,245.41,204.81
train_3,14.32,529.88,194.41,246.8,199.66
train_3,14.36,528.8,195.46,246.74,198.25
train_3,14.4,530.73,195.33,245.31,199
train_3,14.44,528.05,195.67,246.71,199.02
train_3,14.48,526.27,196.94,250.2,201.88
train_3,14.52,525.2,196.25,250.65,205.44
train_3,14.56,527.28,196.69,249.38,205.97
train_3,14.6,527.06,196.5,249.44,205.77
train_3,14.64,529.32,197.22,248.92,206.54
train_3,14.68,531.67,196.73,246.33,206.77
train_3,14.72,531.18,197.09,248.95,206.88
train_3,14.76,532.66,195.56,247.72,210.84
train_3,14.8,533.82,195.28,246.68,209.96
train_3,14.84,533.53,193.88,246.37,206.43
train_3,14.88,534.29,195.03,244.22,200.4
train_3,14.92,534.27,193.25,243.71,204.67
train_3,14.96,533.55,194.42,246.16,211.77
train_3,15,534.15,193.99,243.12,215.73
train_3,15.04,532.39,193.03,244.91,214.82
train_3,15.08,530.41,193.9,247.14,202.67
train_3,15.12,526.08,193.09,250.9,199.12
train_3,15.16,522.56,193.52,252.36,198.34
train_3,15.2,522.51,194.33,250.21,198.87
train_3,15.24,520.76,194.63,248.7,199.36
train_3,15.28,521.16,194.45,247.41,202.34
train_3,15.32,517.46,194.79,251.17,206.88
train_3,15.36,517.42,195.73,250.94,206.97
train_3,15.4,515.62,197.17,253.77,207.66
train_3,15.44,516.23,197.06,252.11,210.55
train_3,15.48,515.16,197.11,252.19,211.36
train_3,15.52,513.84,195.84,255.24,213.27
train_3,15.56,515.64,195.86,253.19,211.37
train_3,15.6,516.16,196,252.06,199.14
train_3,15.64,518.66,194.85,249.45,203.04
train_3,15.68,517.88,194.36,249.45,202.27
train_3,15.72,517.26,194.36,251.37,203.57
train_3,15.76,517.34,192.96,250.35,199.95
train_3,15.8,516.04,192.22,249.05,197.74
train_3,15.84,514.74,191.82,253.77,195.26
train_3,15.88,513.96,191.35,254.78,193.54
train_3,15.92,515.28,192.6,253.28,192.07
train_3,15.96,520.34,191.59,248.72,192.22
train_3,16,520.76,192.27,251.88,194.19
train_3,16.04,521.88,191.14,249.62,197.26
train_3,16.08,524.59,191.29,245.53,202.34
train_3,16.12,524.14,190.13,248.65,206.32
train_3,16.16,524.14,190.12,247.53,207.66
train_3,16.2,524.15,189.32,247.45,209.76
train_3,16.24,523.23,188.21,249.71,210.08
train_3,16.28,525.54,187.72,247.99,209.84
train_3,16.32,524.45,187.02,250.1,210.43
train_3,16.36,525.72,187.22,248.81,208.22
train_3,16.4,526.13,186.76,249.22,207.57
train_3,16.44,526.65,186.62,248.25,207.13
train_3,16.48,526.72,186.6,247.12,205.18
train_3,16.52,527.27,186.48,246.14,205.59
train_3,16.56,526.65,186.45,248.76,207.16
train_3,16.6,527.52,186.81,248.72,206.78
train_3,16.64,529.47,187.31,247.57,205.88
train_3,16.68,527.22,187.18,250.7,205.81
train_3,16.72,527.54,187,250.06,205.53
train_3,16.76,527.44,187.19,248.73,206.35
train_3,16.8,527.92,186.68,248.26,205.73
train_3,16.84,526.47,185.74,249.72,205.52
train_3,16.88,524.11,185.51,251.25,205.35
train_3,16.92,524.32,186.07,251.23,205.35
train_3,16.96,524.73,185.34,250,206.35
train_3,17,525.53,185.64,249.22,204.62
train_3,17.04,525.92,185.34,250.23,205.12
train_3,17.08,526.14,184.86,250.26,205.16
train_3,17.12,525.18,186.37,249.4,203.52
train_3,17.16,526.69,184.78,248.59,204.57
train_3,17.2,526.04,185.04,251.06,205.12
train_3,17.24,526.29,185.22,250.07,204.52
train_3,17.28,526.58,184.43,249.59,204.28
train_3,17.32,526.66,184.08,250.03,203.6
train_3,17.36,525.27,184.6,252.38,202.22
train_3,17.4,527.95,184.75,247.81,199.88
train_3,17.44,528.06,183.71,248.44,199.57
train_3,17.48,527.57,184.29,250.02,201.75
train_3,17.52,527.45,184.49,251.45,201.25
train_3,17.56,527.21,184.09,250.29,201.56
train_3,17.6,527.21,183.41,249.66,201.83
train_3,17.64,527.31,183.81,251.49,201.58
train_3,17.68,525.66,182.84,251.12,202.88
train_3,17.72,526.51,183.23,250.93,201.5
train_3,17.76,527.16,182.66,247.83,201.95
train_3,17.8,526.67,181.74,248.39,203.83
train_3,17.84,528.12,181.42,246.28,205.06
train_3,17.88,527.47,182.15,248.27,204.9
train_3,17.92,527.36,181.6,249.14,206.26
train_3,17.96,529.1,180.95,247.47,207.03
train_3,18,530.58,180.84,244.93,207.28
train_3,18.04,536.24,181.63,237.61,205.34
train_3,18.08,535.42,182.41,237.29,201.02
train_3,18.12,534.36,182.67,240.71,196.59
train_3,18.16,536.1,181.57,239.55,190.18
train_3,18.2,543.27,180.86,235.67,187.95
train_3,18.24,554.77,177.92,229.5,186.91
train_3,18.28,573.67,166.82,225.06,185.56
train_3,18.32,575.69,162.1,221.94,184.05
train_3,18.36,576.86,157.04,219.24,185.04
train_3,18.4,573.74,154.12,221.19,185.64
train_3,18.44,572.13,153.23,224.01,191.04
train_3,18.48,576.23,153.45,223.23,194.36
train_3,18.52,577.77,155.02,221.51,192.58
train_3,18.56,570.63,157.26,227.45,187.96
train_3,18.6,561.87,159.06,229.18,184.48
train_3,18.64,554.85,157.44,226.21,184.12
train_3,18.68,550.01,151.16,220.56,185.64
train_3,18.72,557.28,150.31,216.37,184.34
train_3,18.76,560.07,150.32,217.63,184.82
train_3,18.8,560.57,151.12,217.74,184.56
train_3,18.84,548.79,160.74,224.94,187.47
train_3,18.88,543.09,166.09,227.67,186.25
train_3,18.92,542.14,169.6,224.44,185.78
train_3,18.96,541.72,172.52,230,187.26
train_3,19,543.97,175.34,234.08,188.11
train_3,19.04,547.12,179.17,238.84,190.67
train_3,19.08,562.94,181.66,234.53,193.29
train_3,19.12,564.27,182.05,237.64,196.34
train_3,19.16,570.38,182.22,231.05,198.35
train_3,19.2,569.51,183.5,231.16,202.61
train_3,19.24,565.94,185.14,234.11,206.67
train_3,19.28,557.7,185.7,241.51,211.24
train_3,19.32,550.9,184.86,246.82,215.48
train_3,19.36,552.56,181.11,242.44,214.49
train_3,19.4,556.22,178.28,244.74,207.02
train_3,19.44,565.25,174.62,237.81,205.02
train_3,19.48,573.38,172.94,235.77,207.64
train_3,19.52,583.88,174.25,236.49,217.45
train_3,19.56,582.45,174.35,241.96,220.55
train_3,19.6,582.82,175.05,241.14,222.49
train_3,19.64,581.74,175.14,243.42,222.12
train_3,19.68,582.5,173.63,242.52,221.47
train_3,19.72,585.92,170.75,241.41,219.77
train_3,19.76,589.03,169.82,238.77,218.44
train_3,19.8,591.15,171.42,238.28,210.41
train_3,19.84,594.14,170.94,235.64,210
train_3,19.88,597.38,170.19,236.38,219.57
train_3,19.92,600.92,170.12,233.84,225.72
train_3,19.96,598.9,170.06,237.35,225.87
train_3,20,596.83,168.69,239.46,221.32
train_3,20.04,596.58,166.26,236.67,217.1
train_3,20.08,595.74,165.33,233.27,215.58
train_3,20.12,595.87,164.63,232.71,215.36
train_3,20.16,594.84,163.63,234.26,216.1
train_3,20.2,598.04,164.95,232.76,217.95
train_3,20.24,597.93,164.95,236.09,221.86
train_3,20.28,597.74,168.11,237.5,222.23
train_3,20.32,599.84,174.71,237.63,224.8
train_3,20.36,599.06,176.47,240.15,225.69
train_3,20.4,596.31,177.04,241.89,223.47
train_3,20.44,593.85,176.45,239.86,219.54
train_3,20.48,582.51,177.17,246.26,215.25
train_3,20.52,576.95,178.55,246.69,216.95
train_3,20.56,571.47,179.35,248.82,222.39
train_3,20.6,574.12,181.56,248.57,221.11
train_3,20.64,578.26,184.78,244.58,217.14
train_3,20.68,581.4507,187.2025,243.2988,215.7327
train_3,20.72,585.37,189.61,241.83,214.42
train_3,20.76,594.17,192.76,233.99,211.42
train_3,20.8,596.13,196.54,233.88,213.38
train_3,20.84,599.72,195.34,229.89,216.36
train_3,20.88,602.72,194.36,228.55,217.45
train_3,20.92,608.37,195.14,228.66,219.42
train_3,20.96,615.2,199.22,223.97,216.32
train_3,21,620.72,202.83,222.03,212.26
train_3,21.04,621.97,204.12,219.96,212.31
train_3,21.08,624.08,205.73,219.05,214.3
train_3,21.12,624.66,206.93,220.43,215.92
train_3,21.16,628.48,207.02,221.66,213.99
train_3,21.2,631.59,207.85,219.67,213.58
train_3,21.24,630.58,206.76,222.97,220.78
train_3,21.28,626.93,205.22,223.23,227.11
train_3,21.32,622.49,206.61,226.11,225.23
train_3,21.36,614.38,202.13,227.58,217.37
train_3,21.4,607.57,199.34,230.24,213.9
train_3,21.44,601.19,200.1,230.77,211.52
train_3,21.48,595.23,200.31,232.23,213.83
train_3,21.52,589.71,202.7,232.12,214.82
train_3,21.56,577.48,201.54,233.23,214.54
train_3,21.6,570.81,195.49,236.63,214.08
train_3,21.64,556.19,189.94,241.6,213.36
train_3,21.68,535.3,182.53,250.99,214.13
train_3,21.72,510.46,175.12,242.18,194.68
train_3,21.76,499.25,171.59,233.9,188.18
train_3,21.8,489.22,168.55,228.63,189
train_3,21.84,478.51,165.81,223.62,195.12
train_3,21.88,470.24,164.28,215.08,208.17
train_3,21.92,463.11,167.28,213.56,211.16
train_3,21.96,454.65,168,218.24,204.98
train_3,22,451.86,167.95,223.65,200.45
train_3,22.04,451.86,168.22,219.27,193.56
train_3,22.08,449.33,167.53,220.48,188.01
train_3,22.12,449.88,164.95,218.35,187.06
train_3,22.16,451.23,164.02,217.39,184.56
train_3,22.2,455.64,160.67,215.81,182.51
train_3,22.24,454.27,159.46,213.68,180.44
train_3,22.28,452.03,157.22,215,180.99
train_3,22.32,451.41,155.5,212.79,180.77
train_3,22.36,450.8,154.64,215.15,181.26
train_3,22.4,454.57,156.51,217.02,181.8
train_3,22.44,463.45,160.79,227.83,189.72
train_3,22.48,468.36,157.61,230.19,188.81
train_3,22.52,475.67,153.2,228.45,193.04
train_3,22.56,482.82,150.51,222.37,193.74
train_3,22.6,489.32,149.09,215.51,191.55
train_3,22.64,492.38,149.8,216.39,172.13
train_3,22.68,496.17,152.3,214.54,161.94
train_3,22.72,496.22,152.35,214.49,158.84
train_3,22.76,497.85,151.46,213.12,157.41
train_3,22.8,507.25,151.07,210.32,159.3
train_3,22.84,510.28,151.54,210.9,160.1
train_3,22.88,513.36,150.45,210.99,163.03
train_3,22.92,517.51,149.66,214.48,165.28
train_3,22.96,520.06,148.34,216.84,168.58
train_3,23,523.33,148.6,221.82,172.69
train_3,23.04,521.02,151.34,229,176.96
train_3,23.08,514.74,156.42,234.6,179.64
train_3,23.12,512.02,162,234.78,180.3
train_3,23.16,515.75,163.23,235.11,170.46
train_3,23.2,523.76,162.14,230.62,170.44
train_3,23.24,528.17,160.99,232.61,169.32
train_3,23.28,531.69,161.43,228.94,170.71
train_3,23.32,529.29,164.75,231.77,169.68
train_3,23.36,526.86,165.67,234.48,169.38
train_3,23.4,525.35,166.02,234.91,168.98
