time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
1.80;-0.02;0.00;0.05;0.02;0.19;0.01
1.84;-0.04;0.00;0.05;0.02;0.18;0.01
1.88;-0.05;0.00;0.05;0.02;0.18;0.02
1.92;-0.06;0.00;0.05;0.02;0.16;0.02
1.96;-0.08;0.00;0.05;0.02;0.15;0.02
2.00;-0.10;0.00;0.05;0.02;0.14;0.02
2.04;-0.11;0.00;0.04;0.02;0.14;0.02
2.08;-0.12;0.00;0.04;0.02;0.14;0.02
2.12;-0.12;0.00;0.04;0.02;0.12;0.02
2.16;-0.12;0.00;0.04;0.02;0.10;0.03
2.20;-0.12;0.00;0.09;0.02;0.09;0.03
2.24;-0.11;0.00;0.14;0.02;0.09;0.03
2.28;-0.07;0.00;0.16;0.02;0.09;0.03
2.32;-0.02;0.00;0.16;0.02;0.08;0.04
2.36;0.05;0.00;0.16;0.02;0.07;0.06
2.40;0.08;0.00;0.16;0.02;0.07;0.08
2.44;0.09;0.00;0.16;0.02;0.06;0.10
2.48;0.09;0.00;0.16;0.02;0.06;0.11
2.52;0.09;0.00;0.16;0.02;0.06;0.12
2.56;0.09;0.00;0.17;0.02;0.06;0.14
2.60;0.09;0.00;0.17;0.02;0.05;0.16
2.64;0.10;0.00;0.17;0.02;0.03;0.18
2.68;0.10;0.00;0.17;0.02;0.01;0.19
2.72;0.11;0.00;0.17;0.01;0.01;0.21
2.76;0.11;0.00;0.17;0.01;0.00;0.23
2.80;0.11;0.00;0.17;0.01;-0.01;0.23
2.84;0.08;0.01;0.17;0.01;-0.02;0.24
2.88;0.04;0.01;0.17;0.01;-0.03;0.24
2.92;0.05;0.01;0.18;0.01;-0.04;0.25
2.96;0.07;0.02;0.18;0.02;-0.04;0.25
3.00;0.08;0.04;0.18;0.03;-0.04;0.25
3.04;0.09;0.09;0.18;0.03;-0.05;0.25
3.08;0.09;0.14;0.19;0.04;-0.07;0.25
3.12;0.10;0.17;0.20;0.04;-0.07;0.25
3.16;0.11;0.18;0.20;0.04;-0.07;0.26
3.20;0.12;0.18;0.21;0.05;-0.07;0.26
3.24;0.12;0.18;0.21;0.05;-0.07;0.26
3.28;0.13;0.18;0.22;0.05;-0.07;0.26
3.32;0.13;0.18;0.22;0.06;-0.07;0.26
3.36;0.13;0.18;0.22;0.06;-0.07;0.26
3.40;0.13;0.18;0.23;0.07;-0.07;0.26
3.44;0.13;0.18;0.23;0.09;-0.07;0.27
3.48;0.13;0.18;0.23;0.11;-0.07;0.27
3.52;0.13;0.18;0.26;0.12;-0.07;0.26
3.56;0.13;0.18;0.26;0.13;-0.07;0.26
3.60;0.13;0.18;0.27;0.13;-0.07;0.24
3.64;0.13;0.18;0.28;0.14;-0.06;0.24
3.68;0.13;0.18;0.28;0.15;-0.05;0.24
3.72;0.13;0.18;0.28;0.16;-0.04;0.24
3.76;0.13;0.18;0.28;0.17;-0.04;0.24
3.80;0.14;0.18;0.28;0.18;-0.04;0.24
3.84;0.14;0.18;0.28;0.18;-0.03;0.24
3.88;0.14;0.18;0.28;0.19;-0.02;0.24
3.92;0.14;0.19;0.28;0.20;-0.01;0.26
3.96;0.14;0.19;0.29;0.20;-0.01;0.27
4.00;0.14;0.19;0.29;0.21;-0.01;0.27
4.04;0.14;0.19;0.29;0.22;-0.01;0.27
4.08;0.14;0.19;0.29;0.22;0.00;0.27
4.12;0.14;0.19;0.29;0.22;0.00;0.27
4.16;0.14;0.20;0.29;0.23;0.00;0.27
4.20;0.14;0.21;0.29;0.23;0.01;0.27
4.24;0.14;0.21;0.30;0.24;0.01;0.27
4.28;0.14;0.21;0.30;0.24;0.01;0.28
4.32;0.14;0.21;0.31;0.24;0.02;0.28
4.36;0.14;0.22;0.31;0.24;0.02;0.29
4.40;0.15;0.22;0.31;0.24;0.02;0.29
4.44;0.16;0.22;0.31;0.25;0.02;0.29
4.48;0.17;0.22;0.31;0.25;0.02;0.29
4.52;0.17;0.22;0.31;0.25;0.03;0.29
4.56;0.17;0.22;0.31;0.25;0.03;0.28
4.60;0.17;0.22;0.31;0.25;0.03;0.28
4.64;0.17;0.22;0.31;0.25;0.03;0.28
4.68;0.18;0.22;0.31;0.25;0.03;0.27
4.72;0.18;0.22;0.31;0.25;0.04;0.27
4.76;0.18;0.23;0.32;0.25;0.04;0.27
4.80;0.19;0.23;0.32;0.25;0.04;0.27
4.84;0.21;0.23;0.32;0.25;0.04;0.27
4.88;0.22;0.23;0.32;0.25;0.04;0.27
4.92;0.23;0.23;0.32;0.25;0.06;0.27
4.96;0.24;0.23;0.32;0.25;0.06;0.27
5.00;0.26;0.23;0.32;0.25;0.06;0.27
5.04;0.27;0.23;0.32;0.25;0.06;0.27
5.08;0.27;0.23;0.32;0.25;0.06;0.26
5.12;0.29;0.23;0.32;0.25;0.06;0.26
5.16;0.29;0.23;0.32;0.25;0.07;0.26
5.20;0.30;0.23;0.33;0.25;0.08;0.26
5.24;0.31;0.23;0.33;0.25;0.10;0.25
5.28;0.32;0.23;0.34;0.25;0.10;0.25
5.32;0.32;0.23;0.36;0.25;0.11;0.25
5.36;0.34;0.23;0.36;0.25;0.11;0.25
5.40;0.35;0.23;0.37;0.25;0.12;0.25
5.44;0.35;0.23;0.37;0.25;0.14;0.25
5.48;0.35;0.24;0.37;0.25;0.14;0.25
5.52;0.35;0.26;0.37;0.25;0.14;0.25
5.56;0.35;0.26;0.37;0.25;0.15;0.25
5.60;0.35;0.26;0.37;0.25;0.16;0.25
5.64;0.35;0.26;0.37;0.25;0.16;0.25
5.68;0.35;0.26;0.37;0.25;0.17;0.25
5.72;0.35;0.26;0.37;0.25;0.17;0.25
5.76;0.35;0.26;0.37;0.25;0.17;0.25
5.80;0.35;0.26;0.37;0.25;0.17;0.25
5.84;0.35;0.26;0.37;0.25;0.17;0.24
5.88;0.35;0.26;0.37;0.25;0.17;0.24
5.92;0.35;0.26;0.37;0.25;0.17;0.24
5.96;0.35;0.26;0.37;0.25;0.17;0.24
6.00;0.34;0.26;0.37;0.25;0.17;0.24
6.04;0.33;0.26;0.36;0.25;0.17;0.24
6.08;0.31;0.26;0.36;0.25;0.17;0.24
6.12;0.29;0.26;0.35;0.25;0.17;0.24
6.16;0.28;0.26;0.35;0.25;0.17;0.24
6.20;0.27;0.26;0.35;0.25;0.17;0.24
6.24;0.26;0.25;0.35;0.26;0.17;0.24
6.28;0.26;0.25;0.35;0.26;0.17;0.23
6.32;0.25;0.25;0.35;0.27;0.17;0.23
6.36;0.24;0.24;0.35;0.28;0.17;0.23
6.40;0.24;0.24;0.35;0.28;0.17;0.23
6.44;0.23;0.24;0.34;0.28;0.17;0.23
6.48;0.23;0.24;0.31;0.29;0.17;0.23
6.52;0.22;0.24;0.29;0.29;0.17;0.24
6.56;0.20;0.24;0.28;0.29;0.17;0.24
6.60;0.18;0.24;0.26;0.29;0.17;0.24
6.64;0.16;0.24;0.25;0.29;0.17;0.24
6.68;0.14;0.24;0.23;0.29;0.17;0.24
6.72;0.13;0.24;0.20;0.29;0.17;0.24
6.76;0.12;0.24;0.17;0.29;0.17;0.24
6.80;0.12;0.24;0.16;0.29;0.17;0.23
6.84;0.12;0.24;0.14;0.30;0.17;0.19
6.88;0.11;0.24;0.13;0.30;0.17;0.16
6.92;0.11;0.24;0.13;0.30;0.17;0.15
6.96;0.11;0.24;0.12;0.30;0.17;0.14
7.00;0.11;0.24;0.12;0.30;0.17;0.14
7.04;0.11;0.24;0.12;0.30;0.17;0.14
7.08;0.11;0.24;0.12;0.30;0.17;0.14
7.12;0.11;0.24;0.11;0.30;0.17;0.14
7.16;0.11;0.24;0.11;0.30;0.17;0.14
7.20;0.10;0.24;0.11;0.30;0.17;0.13
7.24;0.10;0.24;0.11;0.30;0.17;0.13
7.28;0.09;0.24;0.11;0.29;0.16;0.13
7.32;0.09;0.24;0.11;0.29;0.16;0.13
7.36;0.08;0.24;0.11;0.29;0.16;0.12
7.40;0.08;0.24;0.10;0.29;0.16;0.11
7.44;0.07;0.24;0.10;0.29;0.16;0.11
7.48;0.06;0.24;0.09;0.27;0.16;0.11
7.52;0.04;0.24;0.08;0.26;0.16;0.10
7.56;0.02;0.24;0.08;0.24;0.16;0.09
7.60;0.02;0.24;0.08;0.22;0.16;0.09
7.64;0.01;0.24;0.08;0.20;0.16;0.09
7.68;0.00;0.24;0.08;0.18;0.16;0.08
7.72;-0.01;0.24;0.07;0.16;0.16;0.08
7.76;-0.01;0.24;0.06;0.14;0.16;0.08
7.80;-0.01;0.24;0.06;0.13;0.15;0.07
7.84;-0.02;0.24;0.06;0.12;0.15;0.06
7.88;-0.02;0.24;0.06;0.11;0.15;0.06
7.92;-0.03;0.24;0.06;0.10;0.14;0.06
7.96;-0.03;0.24;0.06;0.10;0.14;0.06
8.00;-0.03;0.24;0.06;0.09;0.14;0.06
8.04;-0.03;0.24;0.06;0.09;0.14;0.06
8.08;-0.03;0.24;0.06;0.08;0.14;0.06
8.12;-0.03;0.24;0.06;0.08;0.14;0.07
8.16;-0.03;0.24;0.06;0.07;0.14;0.08
8.20;-0.03;0.24;0.06;0.07;0.14;0.08
8.24;-0.03;0.24;0.06;0.07;0.14;0.08
8.28;-0.03;0.24;0.06;0.06;0.14;0.09
8.32;-0.03;0.24;0.06;0.06;0.14;0.11
8.36;-0.03;0.24;0.06;0.06;0.14;0.13
8.40;-0.03;0.24;0.06;0.05;0.14;0.14
8.44;-0.02;0.24;0.06;0.05;0.15;0.14
8.48;-0.01;0.24;0.06;0.05;0.15;0.15
8.52;-0.01;0.24;0.06;0.05;0.15;0.16
8.56;0.00;0.24;0.06;0.05;0.15;0.17
8.60;0.01;0.24;0.06;0.04;0.15;0.18
8.64;0.01;0.24;0.06;0.04;0.16;0.18
8.68;0.02;0.24;0.07;0.04;0.16;0.19
8.72;0.02;0.24;0.07;0.06;0.16;0.19
8.76;0.02;0.24;0.07;0.07;0.16;0.19
8.80;0.02;0.25;0.07;0.07;0.16;0.20
8.84;0.02;0.25;0.07;0.08;0.16;0.20
8.88;0.02;0.25;0.07;0.09;0.16;0.20
8.92;0.02;0.25;0.07;0.10;0.16;0.20
8.96;0.02;0.25;0.07;0.11;0.16;0.20
9.00;0.03;0.25;0.07;0.12;0.16;0.20
9.04;0.03;0.25;0.07;0.13;0.16;0.20
9.08;0.03;0.25;0.07;0.14;0.16;0.21
9.12;0.04;0.25;0.07;0.14;0.17;0.22
9.16;0.04;0.25;0.07;0.14;0.19;0.22
9.20;0.04;0.25;0.07;0.14;0.20;0.22
9.24;0.05;0.25;0.07;0.15;0.20;0.22
9.28;0.05;0.25;0.07;0.15;0.20;0.22
9.32;0.05;0.25;0.07;0.16;0.20;0.22
9.36;0.05;0.25;0.07;0.16;0.21;0.22
9.40;0.05;0.25;0.07;0.17;0.21;0.22
9.44;0.05;0.25;0.07;0.19;0.21;0.22
9.48;0.05;0.25;0.07;0.23;0.21;0.22
9.52;0.05;0.25;0.07;0.25;0.21;0.22
9.56;0.05;0.25;0.07;0.25;0.21;0.22
9.60;0.05;0.25;0.07;0.25;0.21;0.22
9.64;0.05;0.25;0.07;0.26;0.22;0.22
9.68;0.05;0.25;0.08;0.26;0.22;0.22
9.72;0.05;0.25;0.08;0.26;0.22;0.22
9.76;0.06;0.25;0.08;0.26;0.22;0.22
9.80;0.06;0.25;0.09;0.27;0.22;0.23
9.84;0.06;0.25;0.09;0.28;0.22;0.23
9.88;0.06;0.25;0.09;0.28;0.22;0.23
9.92;0.06;0.25;0.09;0.28;0.22;0.23
9.96;0.06;0.25;0.09;0.28;0.22;0.23
10.00;0.06;0.25;0.09;0.28;0.22;0.23
10.04;0.06;0.25;0.10;0.28;0.22;0.23
10.08;0.06;0.25;0.11;0.28;0.22;0.24
10.12;0.06;0.25;0.11;0.28;0.22;0.25
10.16;0.06;0.25;0.11;0.28;0.22;0.26
10.20;0.06;0.25;0.11;0.28;0.22;0.26
10.24;0.06;0.25;0.11;0.28;0.22;0.26
10.28;0.06;0.25;0.11;0.28;0.22;0.27
10.32;0.06;0.25;0.11;0.28;0.22;0.27
10.36;0.06;0.25;0.11;0.28;0.22;0.27
10.40;0.06;0.25;0.11;0.28;0.22;0.27
10.44;0.06;0.25;0.11;0.28;0.22;0.27
10.48;0.06;0.25;0.11;0.28;0.22;0.27
10.52;0.07;0.25;0.11;0.28;0.22;0.27
10.56;0.07;0.25;0.11;0.29;0.22;0.25
10.60;0.07;0.25;0.11;0.29;0.22;0.23
10.64;0.07;0.25;0.11;0.29;0.22;0.23
10.68;0.07;0.25;0.11;0.30;0.22;0.23
10.72;0.07;0.25;0.11;0.30;0.23;0.23
10.76;0.07;0.25;0.11;0.30;0.24;0.23
10.80;0.07;0.25;0.10;0.30;0.24;0.23
10.84;0.07;0.25;0.10;0.30;0.24;0.23
10.88;0.07;0.25;0.09;0.30;0.25;0.23
10.92;0.07;0.25;0.09;0.30;0.25;0.24
10.96;0.08;0.25;0.09;0.30;0.26;0.27
11.00;0.08;0.25;0.09;0.30;0.27;0.27
11.04;0.08;0.25;0.09;0.30;0.28;0.28
11.08;0.08;0.25;0.09;0.31;0.28;0.28
11.12;0.08;0.25;0.09;0.32;0.29;0.29
11.16;0.08;0.25;0.09;0.32;0.30;0.29
11.20;0.08;0.25;0.09;0.32;0.31;0.29
11.24;0.08;0.25;0.08;0.32;0.31;0.29
11.28;0.08;0.25;0.08;0.32;0.31;0.29
11.32;0.08;0.25;0.08;0.32;0.32;0.29
11.36;0.08;0.25;0.08;0.32;0.33;0.29
11.40;0.08;0.25;0.08;0.32;0.33;0.29
11.44;0.08;0.25;0.08;0.32;0.33;0.29
11.48;0.08;0.25;0.08;0.32;0.33;0.29
11.52;0.08;0.25;0.08;0.32;0.34;0.29
11.56;0.08;0.25;0.08;0.32;0.35;0.29
11.60;0.08;0.25;0.08;0.32;0.35;0.29
11.64;0.08;0.25;0.08;0.32;0.35;0.29
11.68;0.08;0.25;0.07;0.32;0.35;0.29
11.72;0.08;0.25;0.07;0.32;0.35;0.29
11.76;0.08;0.25;0.06;0.32;0.35;0.29
11.80;0.08;0.25;0.06;0.32;0.35;0.27
11.84;0.08;0.25;0.05;0.32;0.35;0.26
11.88;0.08;0.25;0.05;0.32;0.35;0.26
11.92;0.08;0.25;0.05;0.32;0.35;0.25
11.96;0.08;0.25;0.05;0.32;0.35;0.24
12.00;0.08;0.25;0.05;0.32;0.35;0.24
12.04;0.08;0.25;0.05;0.32;0.35;0.24
12.08;0.08;0.25;0.05;0.32;0.35;0.24
12.12;0.09;0.25;0.05;0.32;0.35;0.24
12.16;0.09;0.25;0.05;0.32;0.35;0.24
12.20;0.10;0.25;0.05;0.32;0.35;0.24
12.24;0.10;0.25;0.05;0.32;0.35;0.24
12.28;0.11;0.25;0.06;0.32;0.35;0.24
12.32;0.12;0.25;0.06;0.32;0.35;0.23
12.36;0.12;0.25;0.07;0.32;0.35;0.23
12.40;0.12;0.25;0.07;0.32;0.35;0.23
12.44;0.12;0.25;0.07;0.32;0.35;0.23
12.48;0.12;0.25;0.07;0.32;0.35;0.23
12.52;0.12;0.25;0.07;0.32;0.35;0.23
12.56;0.12;0.25;0.07;0.31;0.35;0.23
12.60;0.12;0.25;0.07;0.31;0.35;0.23
12.64;0.12;0.25;0.07;0.31;0.35;0.24
12.68;0.12;0.25;0.07;0.30;0.35;0.24
12.72;0.12;0.25;0.07;0.30;0.35;0.24
12.76;0.12;0.25;0.07;0.29;0.35;0.24
12.80;0.12;0.25;0.08;0.29;0.35;0.24
12.84;0.12;0.25;0.08;0.28;0.35;0.24
12.88;0.12;0.25;0.09;0.28;0.35;0.24
12.92;0.12;0.25;0.10;0.28;0.35;0.24
12.96;0.12;0.25;0.11;0.28;0.35;0.26
13.00;0.12;0.25;0.11;0.27;0.35;0.28
13.04;0.12;0.25;0.12;0.27;0.35;0.29
13.08;0.12;0.25;0.12;0.27;0.35;0.29
13.12;0.12;0.25;0.12;0.27;0.35;0.29
13.16;0.12;0.25;0.13;0.27;0.35;0.29
13.20;0.12;0.25;0.13;0.27;0.35;0.30
13.24;0.12;0.25;0.13;0.26;0.35;0.30
13.28;0.12;0.25;0.13;0.26;0.35;0.30
13.32;0.12;0.25;0.13;0.26;0.35;0.30
13.36;0.12;0.25;0.13;0.26;0.35;0.30
13.40;0.12;0.25;0.13;0.26;0.35;0.29
13.44;0.12;0.25;0.14;0.26;0.35;0.29
13.48;0.13;0.25;0.14;0.26;0.35;0.29
13.52;0.13;0.25;0.14;0.26;0.35;0.29
13.56;0.14;0.25;0.14;0.26;0.35;0.29
13.60;0.14;0.25;0.14;0.26;0.35;0.29
13.64;0.15;0.25;0.14;0.26;0.35;0.29
13.68;0.16;0.25;0.14;0.26;0.35;0.29
13.72;0.17;0.25;0.14;0.26;0.35;0.29
13.76;0.18;0.25;0.14;0.26;0.35;0.29
13.80;0.18;0.25;0.14;0.26;0.35;0.29
13.84;0.18;0.25;0.14;0.26;0.35;0.28
13.88;0.19;0.25;0.14;0.26;0.35;0.28
13.92;0.19;0.25;0.14;0.26;0.35;0.27
13.96;0.19;0.26;0.14;0.26;0.35;0.27
14.00;0.20;0.26;0.14;0.26;0.35;0.27
14.04;0.20;0.26;0.14;0.26;0.35;0.27
14.08;0.20;0.26;0.14;0.26;0.35;0.27
14.12;0.21;0.26;0.14;0.26;0.35;0.27
14.16;0.21;0.26;0.14;0.26;0.35;0.26
14.20;0.21;0.26;0.14;0.26;0.35;0.26
14.24;0.21;0.26;0.14;0.27;0.35;0.26
14.28;0.21;0.27;0.14;0.27;0.34;0.26
14.32;0.21;0.27;0.14;0.27;0.34;0.26
14.36;0.21;0.27;0.14;0.28;0.33;0.25
14.40;0.21;0.27;0.14;0.28;0.33;0.25
14.44;0.21;0.27;0.14;0.29;0.32;0.25
14.48;0.21;0.27;0.14;0.32;0.32;0.25
14.52;0.21;0.27;0.14;0.32;0.32;0.25
14.56;0.21;0.27;0.14;0.32;0.31;0.25
14.60;0.21;0.27;0.14;0.32;0.31;0.25
14.64;0.21;0.27;0.14;0.32;0.31;0.25
14.68;0.21;0.27;0.14;0.32;0.31;0.25
14.72;0.21;0.27;0.14;0.31;0.31;0.25
14.76;0.21;0.27;0.14;0.30;0.31;0.25
14.80;0.21;0.27;0.14;0.29;0.31;0.25
14.84;0.21;0.27;0.14;0.29;0.31;0.25
14.88;0.21;0.27;0.14;0.28;0.31;0.25
14.92;0.21;0.27;0.14;0.27;0.31;0.25
14.96;0.21;0.27;0.14;0.27;0.31;0.25
15.00;0.21;0.27;0.14;0.26;0.31;0.25
15.04;0.21;0.27;0.14;0.26;0.31;0.25
15.08;0.21;0.27;0.14;0.26;0.31;0.25
15.12;0.21;0.27;0.14;0.25;0.31;0.25
15.16;0.21;0.27;0.15;0.25;0.31;0.25
15.20;0.21;0.27;0.15;0.24;0.31;0.25
15.24;0.21;0.27;0.15;0.23;0.31;0.25
15.28;0.22;0.27;0.16;0.23;0.30;0.25
15.32;0.22;0.27;0.16;0.23;0.30;0.25
15.36;0.22;0.27;0.16;0.22;0.29;0.25
15.40;0.22;0.27;0.16;0.22;0.29;0.25
15.44;0.22;0.27;0.16;0.22;0.29;0.25
15.48;0.22;0.27;0.16;0.22;0.29;0.25
15.52;0.22;0.27;0.17;0.22;0.28;0.25
15.56;0.23;0.27;0.18;0.21;0.27;0.25
15.60;0.23;0.27;0.20;0.21;0.26;0.25
15.64;0.23;0.27;0.21;0.21;0.25;0.25
15.68;0.23;0.27;0.22;0.21;0.24;0.25
15.72;0.23;0.27;0.22;0.21;0.23;0.25
15.76;0.24;0.27;0.23;0.21;0.22;0.25
15.80;0.24;0.27;0.23;0.21;0.22;0.25
15.84;0.24;0.27;0.23;0.21;0.21;0.24
15.88;0.24;0.27;0.23;0.21;0.21;0.24
15.92;0.24;0.27;0.23;0.21;0.21;0.24
15.96;0.24;0.27;0.23;0.21;0.21;0.24
16.00;0.24;0.27;0.23;0.21;0.21;0.24
16.04;0.24;0.27;0.23;0.21;0.21;0.24
16.08;0.24;0.27;0.23;0.21;0.21;0.24
16.12;0.24;0.27;0.24;0.21;0.21;0.24
16.16;0.24;0.27;0.24;0.21;0.21;0.24
16.20;0.24;0.28;0.24;0.21;0.21;0.24
16.24;0.24;0.28;0.24;0.21;0.21;0.24
16.28;0.24;0.28;0.24;0.21;0.21;0.24
16.32;0.24;0.29;0.24;0.21;0.21;0.24
16.36;0.24;0.29;0.24;0.21;0.21;0.23
16.40;0.25;0.29;0.24;0.21;0.21;0.23
16.44;0.25;0.29;0.24;0.21;0.21;0.23
16.48;0.25;0.29;0.24;0.21;0.21;0.23
16.52;0.24;0.29;0.24;0.21;0.21;0.23
16.56;0.24;0.29;0.24;0.21;0.21;0.23
16.60;0.23;0.29;0.24;0.21;0.21;0.23
16.64;0.23;0.29;0.24;0.21;0.21;0.23
16.68;0.21;0.29;0.24;0.21;0.21;0.23
16.72;0.21;0.29;0.24;0.21;0.21;0.22
16.76;0.19;0.29;0.24;0.21;0.21;0.22
16.80;0.18;0.29;0.24;0.21;0.21;0.22
16.84;0.18;0.29;0.24;0.21;0.21;0.22
16.88;0.18;0.29;0.24;0.21;0.21;0.22
16.92;0.17;0.29;0.24;0.21;0.19;0.22
16.96;0.17;0.29;0.24;0.21;0.18;0.21
17.00;0.17;0.29;0.24;0.21;0.18;0.21
17.04;0.17;0.29;0.25;0.21;0.17;0.21
17.08;0.16;0.29;0.25;0.20;0.17;0.21
17.12;0.15;0.29;0.25;0.20;0.17;0.20
17.16;0.14;0.29;0.25;0.20;0.17;0.20
17.20;0.14;0.29;0.25;0.20;0.16;0.19
17.24;0.14;0.29;0.25;0.20;0.15;0.18
17.28;0.13;0.29;0.25;0.20;0.15;0.18
17.32;0.13;0.29;0.25;0.19;0.14;0.17
17.36;0.13;0.29;0.25;0.19;0.13;0.17
17.40;0.12;0.29;0.25;0.18;0.12;0.16
17.44;0.12;0.29;0.25;0.18;0.12;0.16
17.48;0.11;0.28;0.25;0.18;0.12;0.16
17.52;0.08;0.28;0.25;0.18;0.11;0.16
17.56;0.08;0.28;0.25;0.18;0.11;0.16
17.60;0.08;0.28;0.25;0.18;0.10;0.15
17.64;0.07;0.28;0.25;0.18;0.10;0.15
17.68;0.07;0.28;0.25;0.18;0.10;0.15
17.72;0.07;0.28;0.25;0.17;0.09;0.15
17.76;0.07;0.28;0.25;0.17;0.09;0.14
17.80;0.06;0.28;0.25;0.16;0.09;0.13
17.84;0.06;0.28;0.25;0.15;0.09;0.12
17.88;0.06;0.28;0.25;0.14;0.09;0.11
17.92;0.06;0.28;0.26;0.13;0.09;0.11
17.96;0.06;0.28;0.26;0.12;0.09;0.11
18.00;0.06;0.28;0.26;0.12;0.09;0.11
18.04;0.06;0.28;0.26;0.12;0.09;0.11
18.08;0.06;0.28;0.26;0.11;0.09;0.11
18.12;0.06;0.28;0.26;0.11;0.09;0.11
18.16;0.06;0.28;0.26;0.11;0.09;0.11
18.20;0.06;0.28;0.26;0.11;0.09;0.11
18.24;0.06;0.28;0.26;0.11;0.09;0.11
18.28;0.06;0.28;0.26;0.10;0.09;0.11
18.32;0.06;0.28;0.26;0.09;0.09;0.10
18.36;0.06;0.28;0.26;0.09;0.09;0.10
18.40;0.06;0.28;0.26;0.08;0.09;0.09
18.44;0.06;0.28;0.26;0.08;0.09;0.08
18.48;0.06;0.28;0.26;0.08;0.09;0.08
18.52;0.06;0.28;0.26;0.08;0.09;0.08
18.56;0.06;0.28;0.26;0.08;0.09;0.08
18.60;0.06;0.28;0.26;0.08;0.09;0.08
18.64;0.06;0.28;0.26;0.08;0.09;0.08
18.68;0.06;0.28;0.26;0.08;0.09;0.08
18.72;0.06;0.28;0.26;0.08;0.09;0.08
18.76;0.06;0.28;0.26;0.10;0.09;0.08
18.80;0.07;0.28;0.26;0.10;0.09;0.08
18.84;0.07;0.28;0.26;0.10;0.09;0.08
18.88;0.07;0.28;0.26;0.11;0.09;0.08
18.92;0.07;0.28;0.26;0.11;0.09;0.08
18.96;0.07;0.28;0.26;0.12;0.09;0.08
19.00;0.07;0.28;0.26;0.13;0.09;0.08
19.04;0.08;0.28;0.26;0.13;0.09;0.09
19.08;0.08;0.28;0.26;0.13;0.09;0.10
19.12;0.09;0.28;0.26;0.13;0.09;0.11
19.16;0.09;0.28;0.26;0.13;0.09;0.12
19.20;0.09;0.28;0.26;0.13;0.09;0.12
19.24;0.10;0.28;0.26;0.13;0.09;0.12
19.28;0.10;0.28;0.26;0.13;0.09;0.13
19.32;0.11;0.29;0.26;0.13;0.09;0.14
19.36;0.11;0.29;0.26;0.13;0.09;0.15
19.40;0.11;0.30;0.26;0.12;0.09;0.16
19.44;0.11;0.30;0.26;0.11;0.09;0.16
19.48;0.11;0.30;0.26;0.11;0.09;0.17
19.52;0.11;0.30;0.26;0.11;0.09;0.17
19.56;0.11;0.30;0.26;0.11;0.09;0.18
19.60;0.11;0.31;0.26;0.10;0.09;0.18
19.64;0.11;0.31;0.26;0.10;0.09;0.19
19.68;0.11;0.32;0.26;0.10;0.09;0.20
19.72;0.12;0.32;0.26;0.10;0.09;0.20
19.76;0.12;0.32;0.26;0.10;0.09;0.21
