time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
1.80;0.00;0.05;0.01;0.01;0.00;0.00
1.84;0.00;0.05;0.01;0.01;0.00;0.00
1.88;0.00;0.05;0.01;0.01;0.00;0.00
1.92;0.00;0.05;0.00;0.01;0.00;0.00
1.96;0.00;0.05;0.00;0.01;0.00;0.00
2.00;0.00;0.05;0.00;0.01;0.00;0.00
2.04;0.00;0.05;0.00;0.01;0.00;0.00
2.08;0.00;0.05;0.01;0.01;0.00;0.00
2.12;-0.01;0.05;0.01;0.01;0.00;0.00
2.16;-0.01;0.05;0.01;0.01;0.00;0.00
2.20;-0.01;0.05;0.01;0.01;0.00;0.00
2.24;-0.01;0.05;0.01;0.01;0.00;0.00
2.28;-0.01;0.05;0.01;0.01;0.00;0.01
2.32;-0.01;0.05;0.01;0.01;0.00;0.01
2.36;-0.01;0.05;0.01;0.01;0.00;0.01
2.40;-0.01;0.05;0.01;0.01;0.00;0.01
2.44;-0.01;0.06;0.01;0.01;0.00;0.01
2.48;-0.01;0.07;0.01;0.01;0.00;0.01
2.52;-0.01;0.09;0.01;0.01;0.00;0.01
2.56;-0.01;0.09;0.00;0.01;0.00;0.01
2.60;-0.01;0.10;0.00;0.01;0.00;0.01
2.64;-0.01;0.11;0.00;0.01;0.00;0.01
2.68;-0.01;0.12;0.00;0.01;0.00;0.01
2.72;-0.01;0.13;0.00;0.01;0.00;0.01
2.76;-0.01;0.14;-0.01;0.01;0.00;0.01
2.80;-0.01;0.14;-0.01;0.01;0.00;0.01
2.84;-0.01;0.14;-0.01;0.01;0.00;0.01
2.88;-0.01;0.14;-0.01;0.01;0.00;0.01
2.92;-0.01;0.14;-0.01;0.01;0.00;0.01
2.96;-0.01;0.14;0.02;0.01;0.00;0.01
3.00;-0.01;0.14;0.04;0.01;0.00;0.01
3.04;-0.01;0.14;0.07;0.01;0.00;0.01
3.08;-0.01;0.14;0.10;0.01;0.00;0.01
3.12;-0.01;0.14;0.12;0.01;0.00;0.01
3.16;-0.01;0.15;0.13;0.01;0.00;0.01
3.20;-0.01;0.15;0.16;0.01;0.00;0.01
3.24;-0.01;0.15;0.17;0.01;0.00;0.01
3.28;-0.01;0.16;0.17;0.01;0.00;0.01
3.32;-0.00;0.16;0.17;0.01;0.00;0.01
3.36;-0.00;0.16;0.17;0.01;0.00;0.01
3.40;-0.00;0.17;0.17;0.01;0.00;0.01
3.44;-0.00;0.17;0.17;0.01;0.00;0.01
3.48;-0.00;0.17;0.18;0.01;0.00;0.01
3.52;-0.00;0.17;0.19;0.01;0.00;0.01
3.56;-0.00;0.18;0.20;0.01;0.00;0.01
3.60;-0.00;0.18;0.20;0.02;0.00;0.01
3.64;0.00;0.18;0.20;0.02;0.00;0.02
3.68;0.00;0.18;0.20;0.03;0.00;0.02
3.72;0.00;0.18;0.20;0.03;0.00;0.02
3.76;0.00;0.18;0.19;0.03;0.00;0.02
3.80;0.00;0.18;0.18;0.04;0.00;0.02
3.84;0.00;0.18;0.18;0.04;0.00;0.02
3.88;0.01;0.18;0.18;0.05;0.00;0.02
3.92;0.01;0.18;0.18;0.05;0.01;0.02
3.96;0.02;0.18;0.18;0.05;0.01;0.02
4.00;0.03;0.18;0.18;0.05;0.02;0.02
4.04;0.03;0.18;0.18;0.05;0.02;0.02
4.08;0.04;0.18;0.18;0.05;0.02;0.03
4.12;0.06;0.18;0.18;0.06;0.02;0.03
4.16;0.08;0.18;0.18;0.06;0.02;0.04
4.20;0.08;0.18;0.18;0.06;0.02;0.06
4.24;0.08;0.18;0.18;0.06;0.04;0.07
4.28;0.08;0.18;0.18;0.06;0.06;0.09
4.32;0.08;0.18;0.18;0.06;0.06;0.09
4.36;0.08;0.18;0.18;0.06;0.07;0.09
4.40;0.08;0.18;0.17;0.06;0.08;0.10
4.44;0.08;0.18;0.17;0.06;0.09;0.10
4.48;0.08;0.18;0.17;0.06;0.11;0.10
4.52;0.09;0.18;0.17;0.06;0.11;0.10
4.56;0.09;0.18;0.17;0.06;0.12;0.10
4.60;0.09;0.18;0.17;0.06;0.12;0.10
4.64;0.09;0.18;0.17;0.06;0.13;0.10
4.68;0.09;0.18;0.17;0.06;0.14;0.10
4.72;0.09;0.18;0.17;0.06;0.14;0.10
4.76;0.09;0.18;0.17;0.06;0.14;0.11
4.80;0.09;0.18;0.17;0.06;0.14;0.12
4.84;0.09;0.18;0.17;0.06;0.14;0.12
4.88;0.09;0.18;0.17;0.06;0.14;0.12
4.92;0.09;0.18;0.17;0.06;0.14;0.12
4.96;0.09;0.18;0.17;0.06;0.14;0.13
5.00;0.09;0.18;0.17;0.06;0.14;0.14
5.04;0.09;0.18;0.16;0.06;0.14;0.15
5.08;0.09;0.18;0.16;0.06;0.14;0.16
5.12;0.09;0.18;0.16;0.06;0.14;0.16
5.16;0.09;0.18;0.16;0.06;0.14;0.16
5.20;0.09;0.18;0.16;0.06;0.14;0.16
5.24;0.10;0.18;0.16;0.06;0.14;0.16
5.28;0.10;0.18;0.16;0.06;0.14;0.16
5.32;0.10;0.18;0.16;0.06;0.14;0.16
5.36;0.10;0.18;0.15;0.06;0.14;0.16
5.40;0.10;0.18;0.15;0.06;0.14;0.16
5.44;0.10;0.18;0.15;0.06;0.14;0.16
5.48;0.10;0.18;0.15;0.06;0.14;0.16
5.52;0.10;0.18;0.15;0.06;0.14;0.16
5.56;0.11;0.18;0.15;0.06;0.14;0.16
5.60;0.11;0.18;0.15;0.06;0.14;0.16
5.64;0.11;0.18;0.15;0.06;0.14;0.16
5.68;0.11;0.18;0.15;0.06;0.15;0.16
5.72;0.11;0.18;0.15;0.06;0.16;0.16
5.76;0.11;0.18;0.15;0.06;0.16;0.16
5.80;0.11;0.18;0.15;0.06;0.16;0.16
5.84;0.11;0.18;0.15;0.06;0.16;0.16
5.88;0.11;0.18;0.15;0.06;0.16;0.16
5.92;0.12;0.18;0.15;0.06;0.16;0.16
5.96;0.12;0.18;0.15;0.06;0.16;0.16
6.00;0.12;0.18;0.15;0.06;0.16;0.16
6.04;0.12;0.18;0.15;0.06;0.16;0.16
6.08;0.12;0.18;0.15;0.07;0.15;0.16
6.12;0.13;0.18;0.15;0.07;0.15;0.16
6.16;0.14;0.18;0.15;0.07;0.15;0.15
6.20;0.14;0.18;0.15;0.07;0.14;0.15
6.24;0.14;0.18;0.15;0.07;0.14;0.14
6.28;0.14;0.18;0.15;0.07;0.14;0.14
6.32;0.14;0.18;0.15;0.07;0.13;0.14
6.36;0.14;0.18;0.15;0.07;0.13;0.14
6.40;0.14;0.18;0.15;0.07;0.13;0.14
6.44;0.14;0.18;0.15;0.07;0.13;0.14
6.48;0.14;0.16;0.15;0.07;0.12;0.14
6.52;0.14;0.16;0.15;0.07;0.12;0.14
6.56;0.14;0.16;0.15;0.07;0.12;0.14
6.60;0.14;0.16;0.15;0.07;0.12;0.14
6.64;0.14;0.16;0.15;0.07;0.12;0.13
6.68;0.14;0.16;0.15;0.07;0.12;0.13
6.72;0.14;0.15;0.15;0.07;0.12;0.13
6.76;0.14;0.15;0.15;0.07;0.12;0.13
6.80;0.14;0.15;0.15;0.07;0.12;0.13
6.84;0.14;0.15;0.15;0.07;0.12;0.12
6.88;0.14;0.15;0.15;0.07;0.12;0.12
6.92;0.14;0.15;0.15;0.07;0.12;0.12
6.96;0.14;0.15;0.15;0.07;0.12;0.12
7.00;0.14;0.15;0.15;0.07;0.11;0.11
7.04;0.14;0.15;0.15;0.07;0.11;0.11
7.08;0.14;0.15;0.15;0.07;0.11;0.10
7.12;0.14;0.15;0.15;0.07;0.11;0.10
7.16;0.14;0.15;0.15;0.07;0.10;0.10
7.20;0.14;0.15;0.15;0.07;0.10;0.10
7.24;0.14;0.15;0.15;0.07;0.10;0.10
7.28;0.14;0.15;0.15;0.07;0.10;0.10
7.32;0.14;0.15;0.15;0.07;0.09;0.09
7.36;0.14;0.15;0.15;0.07;0.09;0.09
7.40;0.14;0.15;0.15;0.07;0.09;0.09
7.44;0.14;0.15;0.15;0.07;0.09;0.09
7.48;0.14;0.16;0.15;0.07;0.09;0.09
7.52;0.14;0.16;0.15;0.07;0.09;0.09
7.56;0.14;0.16;0.15;0.07;0.09;0.09
7.60;0.14;0.16;0.15;0.07;0.09;0.09
7.64;0.14;0.16;0.15;0.07;0.09;0.09
7.68;0.14;0.16;0.16;0.07;0.09;0.09
7.72;0.14;0.16;0.16;0.07;0.10;0.09
7.76;0.14;0.16;0.16;0.07;0.11;0.09
7.80;0.15;0.16;0.16;0.07;0.11;0.09
7.84;0.15;0.16;0.16;0.07;0.12;0.09
7.88;0.15;0.16;0.16;0.07;0.12;0.09
7.92;0.15;0.16;0.16;0.07;0.13;0.09
7.96;0.15;0.16;0.16;0.07;0.13;0.09
8.00;0.15;0.16;0.16;0.07;0.13;0.09
8.04;0.15;0.16;0.16;0.06;0.13;0.09
8.08;0.15;0.16;0.16;0.06;0.13;0.09
8.12;0.15;0.16;0.16;0.06;0.14;0.09
8.16;0.15;0.16;0.16;0.06;0.14;0.09
8.20;0.15;0.16;0.16;0.06;0.14;0.09
8.24;0.15;0.16;0.16;0.06;0.14;0.09
8.28;0.15;0.16;0.16;0.06;0.14;0.09
8.32;0.15;0.16;0.16;0.06;0.14;0.09
8.36;0.15;0.16;0.16;0.06;0.14;0.09
8.40;0.15;0.16;0.16;0.06;0.14;0.09
8.44;0.15;0.16;0.16;0.06;0.14;0.09
8.48;0.15;0.16;0.16;0.06;0.14;0.09
8.52;0.16;0.16;0.16;0.06;0.14;0.09
8.56;0.16;0.16;0.16;0.06;0.14;0.09
8.60;0.17;0.16;0.16;0.06;0.14;0.09
8.64;0.17;0.16;0.16;0.06;0.14;0.09
8.68;0.17;0.16;0.16;0.06;0.15;0.09
8.72;0.17;0.16;0.16;0.06;0.15;0.09
8.76;0.17;0.16;0.16;0.06;0.15;0.09
8.80;0.17;0.16;0.16;0.06;0.15;0.09
8.84;0.17;0.16;0.16;0.06;0.15;0.09
8.88;0.17;0.16;0.16;0.06;0.15;0.09
8.92;0.17;0.16;0.16;0.06;0.15;0.09
8.96;0.17;0.16;0.16;0.06;0.16;0.09
9.00;0.17;0.16;0.16;0.06;0.16;0.09
9.04;0.17;0.16;0.16;0.06;0.16;0.09
9.08;0.17;0.16;0.16;0.06;0.16;0.09
9.12;0.17;0.16;0.16;0.06;0.16;0.09
9.16;0.17;0.16;0.16;0.06;0.16;0.09
9.20;0.17;0.16;0.16;0.06;0.17;0.09
9.24;0.17;0.16;0.16;0.06;0.18;0.09
9.28;0.17;0.16;0.16;0.06;0.18;0.09
9.32;0.17;0.16;0.16;0.06;0.19;0.09
9.36;0.18;0.16;0.16;0.06;0.20;0.09
9.40;0.18;0.16;0.16;0.06;0.20;0.09
9.44;0.18;0.16;0.16;0.06;0.20;0.09
9.48;0.18;0.16;0.16;0.06;0.20;0.09
9.52;0.19;0.16;0.16;0.06;0.20;0.09
9.56;0.19;0.16;0.16;0.06;0.20;0.09
9.60;0.19;0.16;0.16;0.06;0.20;0.09
9.64;0.19;0.16;0.16;0.06;0.20;0.09
9.68;0.19;0.16;0.16;0.06;0.20;0.09
9.72;0.20;0.16;0.16;0.06;0.20;0.09
9.76;0.20;0.16;0.16;0.06;0.20;0.09
9.80;0.21;0.16;0.16;0.06;0.20;0.09
9.84;0.21;0.16;0.16;0.06;0.20;0.09
9.88;0.23;0.16;0.16;0.06;0.20;0.09
9.92;0.23;0.16;0.16;0.06;0.20;0.09
9.96;0.24;0.16;0.16;0.06;0.20;0.09
10.00;0.24;0.16;0.16;0.06;0.20;0.09
10.04;0.24;0.16;0.16;0.06;0.20;0.09
10.08;0.25;0.16;0.16;0.05;0.20;0.09
10.12;0.25;0.16;0.16;0.05;0.20;0.09
10.16;0.25;0.16;0.16;0.05;0.20;0.09
10.20;0.25;0.16;0.16;0.05;0.20;0.09
10.24;0.25;0.16;0.16;0.05;0.20;0.09
10.28;0.25;0.16;0.16;0.05;0.20;0.09
10.32;0.25;0.17;0.16;0.05;0.20;0.09
10.36;0.25;0.17;0.16;0.05;0.20;0.09
10.40;0.25;0.17;0.16;0.05;0.20;0.09
10.44;0.25;0.17;0.16;0.04;0.20;0.09
10.48;0.25;0.17;0.16;0.04;0.20;0.09
10.52;0.25;0.17;0.16;0.04;0.20;0.09
10.56;0.25;0.17;0.16;0.04;0.20;0.09
10.60;0.25;0.17;0.16;0.04;0.20;0.09
10.64;0.25;0.17;0.16;0.04;0.20;0.09
10.68;0.25;0.17;0.16;0.03;0.20;0.09
10.72;0.25;0.17;0.16;0.03;0.20;0.09
10.76;0.25;0.17;0.16;0.03;0.20;0.09
10.80;0.25;0.17;0.16;0.03;0.20;0.09
10.84;0.25;0.17;0.16;0.03;0.20;0.09
10.88;0.25;0.17;0.16;0.03;0.20;0.09
10.92;0.25;0.17;0.16;0.03;0.20;0.09
10.96;0.25;0.17;0.16;0.03;0.20;0.09
11.00;0.25;0.17;0.16;0.03;0.20;0.09
11.04;0.25;0.17;0.16;0.03;0.20;0.09
11.08;0.25;0.18;0.16;0.03;0.21;0.09
11.12;0.25;0.18;0.16;0.03;0.21;0.09
11.16;0.25;0.18;0.16;0.03;0.22;0.09
11.20;0.25;0.18;0.16;0.03;0.22;0.09
11.24;0.25;0.18;0.16;0.03;0.22;0.09
11.28;0.25;0.18;0.16;0.03;0.22;0.09
11.32;0.25;0.18;0.16;0.03;0.22;0.09
11.36;0.25;0.18;0.16;0.03;0.22;0.09
11.40;0.25;0.18;0.16;0.03;0.22;0.09
11.44;0.25;0.18;0.16;0.03;0.22;0.09
11.48;0.25;0.18;0.16;0.03;0.22;0.09
11.52;0.25;0.18;0.15;0.03;0.22;0.09
11.56;0.26;0.18;0.15;0.03;0.22;0.09
11.60;0.26;0.18;0.15;0.04;0.22;0.09
11.64;0.27;0.18;0.15;0.04;0.22;0.09
11.68;0.27;0.19;0.15;0.04;0.22;0.09
11.72;0.27;0.19;0.15;0.04;0.22;0.09
11.76;0.27;0.18;0.15;0.04;0.22;0.09
11.80;0.27;0.18;0.15;0.05;0.22;0.09
11.84;0.27;0.18;0.15;0.05;0.21;0.09
11.88;0.27;0.18;0.15;0.05;0.21;0.09
11.92;0.27;0.18;0.15;0.05;0.20;0.09
11.96;0.27;0.18;0.15;0.06;0.20;0.09
12.00;0.27;0.18;0.15;0.06;0.20;0.09
12.04;0.27;0.18;0.15;0.06;0.19;0.09
12.08;0.27;0.18;0.15;0.06;0.19;0.09
12.12;0.27;0.18;0.15;0.06;0.19;0.09
12.16;0.27;0.18;0.15;0.06;0.19;0.09
12.20;0.27;0.18;0.15;0.06;0.19;0.09
12.24;0.27;0.18;0.16;0.07;0.19;0.09
12.28;0.27;0.18;0.16;0.07;0.19;0.09
12.32;0.27;0.18;0.17;0.07;0.19;0.09
12.36;0.27;0.18;0.17;0.07;0.19;0.09
12.40;0.27;0.18;0.18;0.07;0.19;0.09
12.44;0.27;0.18;0.18;0.07;0.20;0.09
12.48;0.27;0.18;0.19;0.07;0.20;0.09
12.52;0.27;0.18;0.19;0.07;0.21;0.09
12.56;0.27;0.18;0.19;0.07;0.21;0.09
12.60;0.27;0.18;0.19;0.07;0.21;0.09
12.64;0.27;0.18;0.19;0.07;0.21;0.09
12.68;0.27;0.18;0.19;0.07;0.21;0.09
12.72;0.28;0.18;0.20;0.07;0.22;0.09
12.76;0.28;0.18;0.21;0.07;0.22;0.09
12.80;0.28;0.18;0.21;0.07;0.22;0.09
12.84;0.28;0.18;0.21;0.07;0.22;0.10
12.88;0.29;0.18;0.21;0.07;0.22;0.10
12.92;0.30;0.18;0.21;0.07;0.22;0.11
12.96;0.31;0.18;0.21;0.07;0.22;0.12
13.00;0.32;0.18;0.20;0.07;0.22;0.12
13.04;0.32;0.18;0.20;0.07;0.22;0.12
13.08;0.32;0.18;0.20;0.07;0.22;0.12
13.12;0.32;0.18;0.20;0.07;0.22;0.12
13.16;0.32;0.18;0.20;0.07;0.22;0.12
13.20;0.32;0.18;0.19;0.07;0.22;0.12
13.24;0.32;0.18;0.19;0.07;0.22;0.12
13.28;0.32;0.18;0.18;0.07;0.22;0.12
13.32;0.32;0.18;0.18;0.07;0.22;0.12
13.36;0.32;0.18;0.18;0.07;0.22;0.12
13.40;0.32;0.18;0.18;0.07;0.22;0.12
13.44;0.32;0.18;0.18;0.07;0.22;0.12
13.48;0.32;0.18;0.18;0.07;0.22;0.12
13.52;0.32;0.18;0.18;0.07;0.23;0.12
13.56;0.32;0.18;0.18;0.07;0.23;0.12
13.60;0.32;0.18;0.18;0.07;0.23;0.12
13.64;0.32;0.18;0.18;0.07;0.23;0.12
13.68;0.32;0.18;0.18;0.07;0.23;0.12
13.72;0.31;0.18;0.18;0.07;0.23;0.12
13.76;0.30;0.18;0.17;0.07;0.23;0.12
13.80;0.30;0.18;0.17;0.07;0.23;0.12
13.84;0.29;0.18;0.16;0.07;0.23;0.12
13.88;0.29;0.18;0.15;0.07;0.23;0.12
13.92;0.29;0.18;0.14;0.07;0.23;0.12
13.96;0.29;0.18;0.14;0.07;0.23;0.12
14.00;0.29;0.18;0.13;0.07;0.23;0.12
14.04;0.29;0.18;0.12;0.07;0.23;0.12
14.08;0.29;0.18;0.12;0.07;0.23;0.12
14.12;0.29;0.18;0.11;0.07;0.23;0.12
14.16;0.29;0.18;0.11;0.07;0.23;0.12
14.20;0.29;0.18;0.10;0.07;0.23;0.12
14.24;0.29;0.18;0.10;0.07;0.24;0.12
14.28;0.28;0.18;0.09;0.07;0.24;0.12
14.32;0.28;0.18;0.08;0.07;0.24;0.12
14.36;0.28;0.18;0.08;0.07;0.24;0.12
14.40;0.28;0.18;0.07;0.07;0.25;0.12
14.44;0.27;0.18;0.07;0.07;0.25;0.12
14.48;0.27;0.18;0.07;0.07;0.25;0.12
14.52;0.27;0.18;0.07;0.07;0.25;0.12
14.56;0.27;0.18;0.07;0.07;0.25;0.12
14.60;0.27;0.18;0.07;0.07;0.25;0.12
14.64;0.27;0.18;0.06;0.07;0.25;0.12
14.68;0.27;0.18;0.06;0.07;0.25;0.12
14.72;0.27;0.18;0.05;0.07;0.25;0.12
14.76;0.27;0.18;0.05;0.07;0.25;0.12
14.80;0.27;0.18;0.04;0.07;0.25;0.12
14.84;0.27;0.18;0.03;0.07;0.25;0.12
14.88;0.27;0.18;0.02;0.07;0.25;0.12
14.92;0.27;0.18;0.02;0.07;0.25;0.12
14.96;0.27;0.18;0.02;0.07;0.25;0.12
15.00;0.27;0.18;0.01;0.07;0.25;0.12
15.04;0.27;0.18;0.01;0.07;0.25;0.12
15.08;0.27;0.18;0.00;0.07;0.25;0.12
15.12;0.27;0.18;-0.00;0.07;0.25;0.12
15.16;0.27;0.18;-0.01;0.07;0.25;0.12
15.20;0.27;0.18;-0.01;0.07;0.25;0.12
15.24;0.27;0.18;-0.01;0.07;0.25;0.12
15.28;0.27;0.18;-0.02;0.07;0.25;0.12
15.32;0.27;0.18;-0.02;0.07;0.25;0.12
15.36;0.27;0.18;-0.02;0.07;0.25;0.12
15.40;0.27;0.19;-0.02;0.07;0.25;0.12
15.44;0.27;0.19;-0.02;0.07;0.25;0.12
15.48;0.27;0.19;-0.02;0.07;0.25;0.12
15.52;0.27;0.19;-0.02;0.07;0.25;0.12
15.56;0.27;0.19;-0.02;0.07;0.25;0.12
15.60;0.27;0.19;-0.02;0.07;0.25;0.12
15.64;0.27;0.19;-0.02;0.07;0.24;0.12
15.68;0.27;0.19;-0.02;0.07;0.24;0.12
15.72;0.27;0.19;-0.02;0.07;0.24;0.12
15.76;0.27;0.19;-0.02;0.07;0.23;0.12
15.80;0.27;0.19;-0.02;0.07;0.23;0.12
15.84;0.27;0.19;-0.02;0.07;0.23;0.12
15.88;0.27;0.19;-0.03;0.07;0.22;0.12
15.92;0.27;0.19;-0.03;0.07;0.22;0.12
15.96;0.27;0.19;-0.03;0.07;0.22;0.12
16.00;0.27;0.19;-0.03;0.07;0.22;0.12
16.04;0.27;0.19;-0.04;0.07;0.22;0.11
16.08;0.27;0.19;-0.04;0.07;0.22;0.11
16.12;0.27;0.19;-0.06;0.07;0.22;0.11
16.16;0.27;0.19;-0.06;0.07;0.22;0.10
16.20;0.27;0.19;-0.07;0.07;0.22;0.10
16.24;0.27;0.19;-0.07;0.07;0.22;0.10
16.28;0.27;0.19;-0.07;0.07;0.22;0.10
16.32;0.27;0.19;-0.07;0.07;0.21;0.09
16.36;0.27;0.19;-0.08;0.07;0.21;0.09
16.40;0.27;0.19;-0.08;0.07;0.21;0.09
16.44;0.27;0.19;-0.08;0.07;0.21;0.09
16.48;0.27;0.19;-0.08;0.07;0.21;0.09
16.52;0.27;0.19;-0.08;0.07;0.20;0.09
16.56;0.27;0.19;-0.08;0.07;0.20;0.09
16.60;0.27;0.19;-0.08;0.07;0.20;0.09
16.64;0.27;0.19;-0.08;0.07;0.20;0.09
16.68;0.27;0.19;-0.10;0.07;0.20;0.09
16.72;0.27;0.19;-0.10;0.07;0.20;0.09
16.76;0.27;0.19;-0.10;0.07;0.20;0.10
16.80;0.27;0.19;-0.10;0.07;0.20;0.10
16.84;0.27;0.19;-0.10;0.07;0.20;0.10
16.88;0.27;0.19;-0.10;0.07;0.20;0.10
16.92;0.27;0.19;-0.10;0.07;0.20;0.10
16.96;0.27;0.19;-0.10;0.07;0.20;0.10
17.00;0.27;0.19;-0.10;0.07;0.20;0.10
17.04;0.27;0.19;-0.11;0.07;0.20;0.10
17.08;0.27;0.19;-0.11;0.07;0.20;0.10
17.12;0.27;0.19;-0.12;0.07;0.20;0.10
17.16;0.27;0.19;-0.12;0.07;0.20;0.10
17.20;0.27;0.19;-0.13;0.07;0.20;0.10
17.24;0.27;0.19;-0.13;0.07;0.20;0.10
17.28;0.27;0.19;-0.13;0.07;0.20;0.10
17.32;0.27;0.19;-0.13;0.07;0.20;0.10
17.36;0.27;0.19;-0.14;0.07;0.20;0.10
17.40;0.27;0.19;-0.14;0.07;0.20;0.10
17.44;0.27;0.19;-0.14;0.07;0.20;0.10
17.48;0.27;0.19;-0.15;0.07;0.20;0.10
17.52;0.27;0.19;-0.15;0.07;0.20;0.10
17.56;0.27;0.19;-0.15;0.07;0.20;0.10
17.60;0.27;0.19;-0.15;0.07;0.19;0.10
17.64;0.27;0.19;-0.16;0.07;0.18;0.11
17.68;0.27;0.19;-0.16;0.07;0.18;0.11
17.72;0.27;0.19;-0.16;0.07;0.18;0.11
17.76;0.27;0.19;-0.16;0.07;0.17;0.11
17.80;0.27;0.19;-0.16;0.07;0.17;0.11
17.84;0.27;0.19;-0.16;0.07;0.17;0.11
17.88;0.27;0.19;-0.16;0.07;0.17;0.11
17.92;0.27;0.19;-0.16;0.07;0.17;0.11
17.96;0.27;0.19;-0.16;0.07;0.17;0.11
18.00;0.27;0.19;-0.16;0.07;0.17;0.11
18.04;0.27;0.19;-0.16;0.07;0.17;0.11
18.08;0.27;0.19;-0.16;0.07;0.16;0.11
18.12;0.27;0.19;-0.16;0.07;0.16;0.11
18.16;0.28;0.19;-0.16;0.07;0.16;0.11
18.20;0.28;0.19;-0.16;0.07;0.16;0.11
18.24;0.28;0.19;-0.16;0.07;0.16;0.11
18.28;0.28;0.19;-0.16;0.07;0.16;0.11
18.32;0.28;0.19;-0.16;0.07;0.16;0.11
18.36;0.28;0.19;-0.16;0.07;0.16;0.11
18.40;0.28;0.19;-0.16;0.07;0.16;0.11
18.44;0.28;0.19;-0.16;0.07;0.16;0.11
18.48;0.28;0.19;-0.16;0.07;0.16;0.11
18.52;0.28;0.19;-0.16;0.07;0.16;0.11
18.56;0.28;0.19;-0.16;0.07;0.16;0.11
18.60;0.28;0.19;-0.16;0.07;0.16;0.11
18.64;0.28;0.19;-0.16;0.07;0.16;0.11
18.68;0.28;0.19;-0.16;0.07;0.16;0.11
18.72;0.28;0.19;-0.16;0.07;0.16;0.11
18.76;0.28;0.19;-0.16;0.07;0.16;0.11
18.80;0.28;0.19;-0.16;0.07;0.16;0.11
18.84;0.28;0.19;-0.16;0.07;0.16;0.11
18.88;0.28;0.19;-0.16;0.07;0.16;0.11
18.92;0.28;0.19;-0.16;0.07;0.16;0.11
18.96;0.28;0.19;-0.16;0.07;0.16;0.11
19.00;0.28;0.19;-0.16;0.07;0.16;0.11
19.04;0.28;0.19;-0.16;0.07;0.16;0.11
19.08;0.28;0.19;-0.16;0.07;0.16;0.11
19.12;0.28;0.19;-0.16;0.07;0.16;0.11
19.16;0.28;0.19;-0.16;0.07;0.16;0.11
19.20;0.28;0.19;-0.16;0.07;0.16;0.11
19.24;0.28;0.19;-0.16;0.07;0.16;0.11
19.28;0.28;0.19;-0.16;0.07;0.16;0.11
19.32;0.28;0.19;-0.16;0.07;0.16;0.11
19.36;0.28;0.19;-0.16;0.07;0.16;0.11
19.40;0.28;0.19;-0.16;0.07;0.16;0.11
19.44;0.28;0.19;-0.16;0.07;0.16;0.11
19.48;0.28;0.19;-0.16;0.07;0.15;0.11
19.52;0.28;0.19;-0.16;0.07;0.15;0.11
19.56;0.28;0.19;-0.16;0.07;0.15;0.11
19.60;0.28;0.19;-0.16;0.07;0.15;0.11
