time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
1.84;0.00;0.00;0.07;0.01;0.00;0.01
1.88;0.00;0.01;0.08;0.01;0.00;0.01
1.92;0.00;0.03;0.09;0.01;0.00;0.01
1.96;0.00;0.04;0.09;0.01;0.00;0.01
2.00;0.00;0.05;0.11;0.01;0.00;0.01
2.04;0.00;0.06;0.11;0.01;0.00;0.01
2.08;0.00;0.07;0.11;0.01;0.00;0.01
2.12;0.00;0.08;0.12;0.01;0.00;0.01
2.16;0.00;0.10;0.13;0.01;0.00;0.01
2.20;0.00;0.11;0.13;0.01;0.00;0.01
2.24;0.00;0.12;0.14;0.01;0.00;0.01
2.28;0.00;0.12;0.14;0.01;0.00;0.01
2.32;0.00;0.12;0.14;0.01;0.00;0.01
2.36;0.00;0.12;0.14;0.01;0.00;0.01
2.40;0.00;0.12;0.14;0.01;0.00;0.01
2.44;0.00;0.12;0.15;0.02;0.00;0.01
2.48;0.00;0.12;0.16;0.02;0.01;0.01
2.52;0.00;0.12;0.17;0.02;0.01;0.01
2.56;0.00;0.12;0.18;0.02;0.02;0.01
2.60;0.00;0.12;0.18;0.03;0.02;0.02
2.64;0.00;0.12;0.19;0.03;0.03;0.02
2.68;0.00;0.12;0.19;0.03;0.04;0.02
2.72;0.00;0.12;0.19;0.04;0.06;0.02
2.76;0.00;0.12;0.19;0.04;0.07;0.02
2.80;0.00;0.12;0.20;0.04;0.07;0.02
2.84;0.00;0.12;0.20;0.04;0.07;0.02
2.88;0.00;0.12;0.21;0.06;0.07;0.02
2.92;0.00;0.13;0.21;0.08;0.07;0.04
2.96;0.00;0.13;0.23;0.11;0.07;0.05
3.00;0.00;0.13;0.23;0.12;0.07;0.06
3.04;0.00;0.13;0.24;0.13;0.07;0.07
3.08;0.00;0.13;0.25;0.14;0.08;0.08
3.12;0.00;0.13;0.26;0.15;0.09;0.08
3.16;0.00;0.13;0.27;0.15;0.09;0.09
3.20;0.00;0.13;0.28;0.17;0.10;0.09
3.24;0.00;0.13;0.30;0.17;0.10;0.09
3.28;0.00;0.13;0.31;0.18;0.11;0.09
3.32;0.00;0.13;0.31;0.18;0.11;0.10
3.36;0.00;0.13;0.31;0.19;0.12;0.10
3.40;0.00;0.13;0.31;0.19;0.13;0.11
3.44;0.00;0.13;0.31;0.19;0.14;0.12
3.48;0.00;0.13;0.31;0.20;0.14;0.12
3.52;0.00;0.13;0.31;0.20;0.14;0.12
3.56;0.00;0.13;0.31;0.21;0.14;0.12
3.60;0.00;0.13;0.31;0.21;0.14;0.12
3.64;0.00;0.13;0.31;0.21;0.14;0.12
3.68;0.00;0.13;0.31;0.21;0.14;0.12
3.72;0.00;0.13;0.31;0.21;0.13;0.12
3.76;0.00;0.13;0.31;0.21;0.13;0.12
3.80;0.00;0.13;0.31;0.21;0.13;0.12
3.84;0.00;0.13;0.31;0.21;0.12;0.11
3.88;0.00;0.13;0.31;0.21;0.11;0.11
3.92;0.00;0.13;0.30;0.21;0.10;0.10
3.96;0.00;0.13;0.28;0.21;0.09;0.09
4.00;0.00;0.13;0.23;0.21;0.09;0.08
4.04;0.00;0.13;0.22;0.22;0.10;0.07
4.08;0.00;0.13;0.22;0.22;0.11;0.06
4.12;0.00;0.13;0.21;0.22;0.13;0.05
4.16;0.00;0.13;0.21;0.22;0.15;0.05
4.20;0.00;0.13;0.20;0.23;0.16;0.05
4.24;0.00;0.13;0.16;0.23;0.18;0.05
4.28;0.00;0.13;0.11;0.23;0.18;0.05
4.32;0.00;0.13;0.09;0.23;0.19;0.05
4.36;0.00;0.13;0.07;0.24;0.20;0.05
4.40;0.00;0.13;0.06;0.25;0.20;0.05
4.44;0.00;0.14;0.04;0.26;0.20;0.04
4.48;0.00;0.14;0.02;0.27;0.21;0.04
4.52;0.00;0.14;0.01;0.27;0.21;0.04
4.56;0.00;0.14;0.00;0.27;0.21;0.04
4.60;0.00;0.14;-0.01;0.27;0.21;0.04
4.64;0.00;0.14;-0.01;0.27;0.21;0.04
4.68;0.00;0.14;-0.01;0.27;0.22;0.04
4.72;0.00;0.14;-0.01;0.28;0.23;0.04
4.76;0.00;0.14;-0.01;0.28;0.22;0.04
4.80;0.00;0.14;-0.01;0.28;0.22;0.04
4.84;0.00;0.14;-0.01;0.28;0.22;0.04
4.88;0.00;0.14;-0.01;0.28;0.22;0.04
4.92;0.00;0.14;-0.01;0.29;0.22;0.04
4.96;0.00;0.14;-0.01;0.29;0.22;0.04
5.00;0.00;0.14;0.00;0.29;0.22;0.04
5.04;0.00;0.16;0.00;0.29;0.22;0.04
5.08;0.00;0.17;0.01;0.30;0.22;0.04
5.12;0.00;0.18;0.01;0.30;0.22;0.04
5.16;0.00;0.18;0.01;0.30;0.22;0.04
5.20;0.00;0.18;0.01;0.30;0.20;0.04
5.24;0.00;0.18;0.01;0.30;0.18;0.04
5.28;0.00;0.19;0.01;0.30;0.17;0.04
5.32;0.00;0.20;0.01;0.30;0.17;0.04
5.36;0.00;0.20;0.01;0.30;0.16;0.04
5.40;0.00;0.20;0.01;0.30;0.15;0.04
5.44;0.00;0.20;0.01;0.30;0.14;0.04
5.48;0.00;0.20;0.01;0.30;0.13;0.04
5.52;0.00;0.20;0.01;0.29;0.12;0.04
5.56;0.00;0.20;0.01;0.29;0.12;0.04
5.60;0.00;0.20;0.01;0.29;0.12;0.04
5.64;0.00;0.20;0.02;0.29;0.12;0.04
5.68;0.00;0.20;0.02;0.29;0.12;0.04
5.72;0.00;0.20;0.02;0.29;0.12;0.04
5.76;0.00;0.20;0.02;0.29;0.12;0.04
5.80;0.00;0.20;0.02;0.29;0.12;0.04
5.84;0.00;0.20;0.02;0.29;0.12;0.04
5.88;0.01;0.20;0.02;0.29;0.12;0.04
5.92;0.01;0.20;0.02;0.29;0.12;0.04
5.96;0.01;0.20;0.02;0.29;0.12;0.04
6.00;0.01;0.20;0.02;0.29;0.13;0.04
6.04;0.01;0.20;0.01;0.29;0.13;0.04
6.08;0.01;0.20;0.01;0.29;0.13;0.04
6.12;0.01;0.20;0.01;0.29;0.14;0.04
6.16;0.01;0.20;0.01;0.29;0.15;0.04
6.20;0.01;0.20;0.01;0.29;0.16;0.04
6.24;0.01;0.20;0.01;0.28;0.17;0.04
6.28;0.01;0.20;0.01;0.28;0.17;0.04
6.32;0.01;0.20;0.01;0.28;0.18;0.04
6.36;0.01;0.20;0.01;0.28;0.18;0.04
6.40;0.01;0.20;0.01;0.27;0.18;0.04
6.44;0.01;0.20;0.01;0.27;0.17;0.04
6.48;0.02;0.20;0.00;0.27;0.17;0.04
6.52;0.02;0.20;0.00;0.27;0.17;0.04
6.56;0.02;0.20;0.00;0.27;0.17;0.04
6.60;0.02;0.20;0.00;0.27;0.17;0.05
6.64;0.02;0.20;0.00;0.27;0.16;0.05
6.68;0.02;0.20;0.00;0.27;0.16;0.05
6.72;0.02;0.20;0.00;0.27;0.16;0.05
6.76;0.02;0.20;0.00;0.27;0.16;0.05
6.80;0.03;0.20;0.00;0.27;0.15;0.04
6.84;0.04;0.20;0.00;0.27;0.15;0.04
6.88;0.04;0.20;0.00;0.27;0.15;0.03
6.92;0.06;0.20;0.00;0.27;0.15;0.02
6.96;0.07;0.20;0.00;0.27;0.15;0.00
7.00;0.08;0.20;0.00;0.27;0.15;-0.01
7.04;0.10;0.20;0.00;0.27;0.13;-0.01
7.08;0.11;0.20;0.00;0.27;0.11;-0.01
7.12;0.12;0.20;0.00;0.27;0.10;-0.01
7.16;0.13;0.20;0.00;0.27;0.10;-0.01
7.20;0.13;0.20;0.01;0.26;0.10;-0.02
7.24;0.13;0.20;0.02;0.26;0.10;-0.02
7.28;0.13;0.20;0.03;0.26;0.10;-0.02
7.32;0.13;0.20;0.04;0.26;0.10;-0.02
7.36;0.13;0.20;0.04;0.26;0.10;-0.02
7.40;0.13;0.20;0.04;0.26;0.10;-0.02
7.44;0.13;0.20;0.05;0.26;0.10;-0.02
7.48;0.13;0.20;0.05;0.26;0.10;-0.02
7.52;0.13;0.20;0.05;0.26;0.09;-0.02
7.56;0.13;0.20;0.05;0.26;0.09;-0.02
7.60;0.13;0.20;0.05;0.26;0.09;-0.02
7.64;0.13;0.20;0.05;0.26;0.09;-0.02
7.68;0.13;0.20;0.05;0.26;0.09;-0.02
7.72;0.15;0.20;0.05;0.25;0.09;-0.02
7.76;0.17;0.20;0.05;0.25;0.09;-0.02
7.80;0.16;0.20;0.05;0.25;0.09;-0.02
7.84;0.16;0.20;0.05;0.25;0.09;-0.02
7.88;0.16;0.20;0.05;0.25;0.09;-0.02
7.92;0.16;0.20;0.05;0.24;0.09;-0.02
7.96;0.16;0.20;0.05;0.23;0.09;-0.02
8.00;0.16;0.20;0.06;0.21;0.08;-0.02
8.04;0.16;0.20;0.06;0.20;0.08;-0.02
8.08;0.16;0.20;0.06;0.19;0.08;-0.02
8.12;0.16;0.20;0.06;0.19;0.07;-0.02
8.16;0.16;0.20;0.06;0.19;0.06;-0.02
8.20;0.16;0.20;0.06;0.19;0.06;-0.02
8.24;0.15;0.20;0.06;0.19;0.05;-0.02
8.28;0.15;0.20;0.06;0.19;0.05;-0.02
8.32;0.15;0.20;0.06;0.19;0.05;-0.02
8.36;0.15;0.20;0.06;0.19;0.05;-0.02
8.40;0.15;0.20;0.06;0.19;0.05;-0.02
8.44;0.15;0.20;0.06;0.19;0.05;-0.02
8.48;0.15;0.20;0.06;0.19;0.05;-0.02
8.52;0.15;0.20;0.06;0.19;0.05;-0.02
8.56;0.15;0.20;0.06;0.19;0.05;-0.02
8.60;0.15;0.20;0.06;0.19;0.05;-0.02
8.64;0.15;0.20;0.06;0.19;0.05;-0.02
8.68;0.15;0.20;0.06;0.19;0.05;-0.02
8.72;0.15;0.20;0.06;0.19;0.05;-0.02
8.76;0.15;0.19;0.06;0.19;0.05;-0.02
8.80;0.15;0.19;0.06;0.19;0.05;-0.02
8.84;0.15;0.19;0.06;0.19;0.05;-0.02
8.88;0.15;0.19;0.06;0.19;0.04;-0.02
8.92;0.15;0.19;0.06;0.19;0.02;-0.02
8.96;0.15;0.19;0.06;0.19;0.01;-0.02
9.00;0.15;0.19;0.06;0.19;0.00;-0.02
9.04;0.15;0.19;0.06;0.19;-0.00;-0.02
9.08;0.15;0.19;0.06;0.19;-0.00;-0.02
9.12;0.15;0.19;0.06;0.19;-0.01;-0.02
9.16;0.15;0.19;0.06;0.19;-0.01;-0.02
9.20;0.15;0.19;0.06;0.19;-0.01;-0.02
9.24;0.14;0.19;0.06;0.19;-0.01;-0.02
9.28;0.14;0.19;0.06;0.19;-0.01;-0.01
9.32;0.14;0.19;0.06;0.19;-0.01;-0.01
9.36;0.14;0.19;0.06;0.19;-0.01;-0.01
9.40;0.14;0.19;0.06;0.19;-0.01;-0.01
9.44;0.14;0.19;0.06;0.19;-0.01;-0.01
9.48;0.14;0.19;0.06;0.19;-0.02;-0.01
9.52;0.14;0.19;0.06;0.19;-0.03;-0.01
9.56;0.14;0.19;0.06;0.19;-0.03;-0.01
9.60;0.14;0.19;0.06;0.19;-0.04;-0.01
9.64;0.14;0.19;0.06;0.19;-0.04;-0.01
9.68;0.14;0.19;0.06;0.19;-0.04;-0.01
9.72;0.14;0.19;0.06;0.19;-0.04;-0.01
9.76;0.14;0.19;0.06;0.19;-0.05;-0.01
9.80;0.14;0.19;0.06;0.19;-0.05;-0.01
9.84;0.14;0.19;0.06;0.19;-0.05;-0.01
9.88;0.14;0.19;0.06;0.19;-0.05;-0.01
9.92;0.13;0.19;0.06;0.19;-0.05;-0.01
9.96;0.13;0.19;0.06;0.19;-0.05;-0.01
10.00;0.13;0.19;0.06;0.19;-0.05;-0.01
10.04;0.13;0.19;0.06;0.19;-0.06;-0.01
10.08;0.13;0.19;0.06;0.19;-0.06;-0.01
10.12;0.13;0.19;0.06;0.19;-0.06;-0.01
10.16;0.13;0.19;0.06;0.19;-0.06;-0.01
10.20;0.13;0.19;0.06;0.19;-0.06;-0.01
10.24;0.13;0.19;0.06;0.19;-0.06;-0.01
10.28;0.13;0.19;0.06;0.19;-0.06;-0.01
10.32;0.13;0.19;0.06;0.19;-0.07;-0.01
10.36;0.13;0.19;0.06;0.19;-0.08;-0.01
10.40;0.13;0.19;0.06;0.19;-0.10;-0.01
10.44;0.13;0.19;0.06;0.19;-0.10;-0.01
10.48;0.13;0.19;0.06;0.19;-0.10;-0.01
10.52;0.13;0.19;0.06;0.19;-0.10;-0.01
10.56;0.12;0.19;0.06;0.19;-0.10;-0.01
10.60;0.12;0.18;0.06;0.19;-0.10;-0.01
10.64;0.12;0.18;0.06;0.19;-0.10;-0.01
10.68;0.12;0.18;0.05;0.19;-0.10;-0.01
10.72;0.12;0.18;0.05;0.19;-0.10;-0.01
10.76;0.12;0.18;0.05;0.19;-0.10;-0.01
10.80;0.12;0.18;0.04;0.19;-0.10;-0.01
10.84;0.12;0.18;0.04;0.19;-0.10;-0.01
10.88;0.12;0.18;0.03;0.19;-0.10;-0.01
10.92;0.12;0.18;0.02;0.19;-0.10;-0.01
10.96;0.11;0.18;0.02;0.19;-0.11;-0.01
11.00;0.11;0.18;0.01;0.19;-0.13;-0.01
11.04;0.11;0.18;0.01;0.19;-0.14;0.00
11.08;0.09;0.18;0.00;0.19;-0.14;0.00
11.12;0.08;0.18;0.00;0.19;-0.14;0.00
11.16;0.08;0.18;0.00;0.19;-0.14;0.00
11.20;0.07;0.18;0.00;0.19;-0.14;0.00
11.24;0.07;0.18;0.00;0.19;-0.14;0.00
11.28;0.07;0.18;-0.01;0.19;-0.14;0.00
11.32;0.07;0.18;-0.01;0.19;-0.14;0.00
11.36;0.07;0.18;-0.01;0.19;-0.14;0.00
11.40;0.07;0.18;-0.02;0.19;-0.15;0.00
11.44;0.07;0.18;-0.02;0.19;-0.15;0.00
11.48;0.07;0.18;-0.02;0.19;-0.15;0.00
11.52;0.07;0.18;-0.03;0.19;-0.15;0.00
11.56;0.07;0.18;-0.03;0.19;-0.15;0.00
11.60;0.07;0.18;-0.03;0.19;-0.15;0.01
11.64;0.07;0.18;-0.03;0.19;-0.15;0.01
11.68;0.07;0.18;-0.03;0.19;-0.15;0.01
11.72;0.07;0.18;-0.03;0.19;-0.15;0.01
11.76;0.07;0.18;-0.03;0.19;-0.15;0.01
11.80;0.07;0.18;-0.03;0.19;-0.15;0.01
11.84;0.07;0.18;-0.03;0.19;-0.17;0.01
11.88;0.07;0.18;-0.03;0.19;-0.18;0.01
11.92;0.08;0.18;-0.03;0.19;-0.18;0.01
11.96;0.08;0.18;-0.03;0.19;-0.19;0.01
12.00;0.10;0.18;-0.03;0.19;-0.19;0.01
12.04;0.10;0.18;-0.03;0.19;-0.19;0.01
12.08;0.10;0.18;-0.03;0.19;-0.19;0.01
12.12;0.10;0.18;-0.03;0.19;-0.19;0.01
12.16;0.10;0.18;-0.03;0.19;-0.19;0.01
12.20;0.10;0.18;-0.03;0.19;-0.19;0.01
12.24;0.10;0.18;-0.03;0.19;-0.18;0.02
12.28;0.11;0.18;-0.03;0.19;-0.18;0.02
12.32;0.11;0.18;-0.03;0.19;-0.18;0.02
12.36;0.11;0.18;-0.03;0.19;-0.18;0.02
12.40;0.11;0.18;-0.03;0.19;-0.18;0.02
12.44;0.11;0.18;-0.03;0.19;-0.18;0.02
12.48;0.11;0.18;-0.03;0.19;-0.18;0.02
12.52;0.11;0.18;-0.03;0.19;-0.18;0.02
12.56;0.11;0.18;-0.03;0.19;-0.17;0.01
12.60;0.11;0.18;-0.03;0.19;-0.15;0.01
12.64;0.11;0.18;-0.03;0.19;-0.13;0.01
12.68;0.11;0.18;-0.03;0.19;-0.11;0.01
12.72;0.11;0.18;-0.03;0.19;-0.10;0.01
12.76;0.11;0.18;-0.03;0.19;-0.09;0.01
12.80;0.11;0.18;-0.03;0.19;-0.08;0.01
12.84;0.11;0.18;-0.03;0.19;-0.07;0.01
12.88;0.11;0.18;-0.03;0.19;-0.07;0.01
12.92;0.11;0.18;-0.03;0.19;-0.07;0.00
12.96;0.11;0.18;-0.03;0.19;-0.07;-0.01
13.00;0.11;0.18;-0.03;0.19;-0.07;-0.02
13.04;0.11;0.18;-0.03;0.19;-0.07;-0.03
13.08;0.11;0.19;-0.04;0.18;-0.07;-0.04
13.12;0.11;0.19;-0.04;0.18;-0.07;-0.05
13.16;0.11;0.19;-0.04;0.18;-0.07;-0.05
13.20;0.11;0.19;-0.04;0.18;-0.07;-0.05
13.24;0.11;0.19;-0.04;0.18;-0.07;-0.05
13.28;0.11;0.19;-0.04;0.18;-0.07;-0.04
13.32;0.11;0.19;-0.04;0.18;-0.07;-0.04
13.36;0.11;0.19;-0.04;0.17;-0.06;-0.04
13.40;0.11;0.19;-0.04;0.17;-0.05;-0.04
13.44;0.11;0.19;-0.01;0.17;-0.04;-0.04
13.48;0.11;0.19;0.01;0.16;-0.03;-0.04
13.52;0.11;0.19;0.02;0.16;-0.02;-0.04
13.56;0.11;0.19;0.04;0.15;-0.01;-0.04
13.60;0.11;0.19;0.06;0.14;-0.01;-0.03
13.64;0.11;0.19;0.07;0.12;0.00;-0.03
13.68;0.11;0.19;0.07;0.10;0.00;-0.02
13.72;0.11;0.19;0.07;0.08;0.00;0.00
13.76;0.11;0.19;0.07;0.07;0.00;0.02
13.80;0.11;0.19;0.07;0.06;0.00;0.02
13.84;0.11;0.19;0.07;0.06;0.00;0.02
13.88;0.11;0.19;0.07;0.05;0.00;0.03
13.92;0.11;0.19;0.07;0.04;0.00;0.03
13.96;0.11;0.19;0.07;0.03;0.00;0.03
14.00;0.11;0.19;0.07;0.02;0.00;0.04
14.04;0.11;0.19;0.07;0.02;0.01;0.04
14.08;0.11;0.19;0.07;0.02;0.02;0.04
14.12;0.11;0.19;0.07;0.01;0.03;0.04
14.16;0.11;0.19;0.07;0.01;0.05;0.04
14.20;0.11;0.19;0.07;0.01;0.06;0.04
14.24;0.11;0.19;0.07;0.01;0.07;0.04
14.28;0.11;0.20;0.07;0.01;0.07;0.04
14.32;0.11;0.20;0.07;0.01;0.08;0.03
14.36;0.11;0.20;0.08;0.01;0.08;0.03
14.40;0.11;0.20;0.09;0.01;0.08;0.02
14.44;0.11;0.20;0.10;0.01;0.08;-0.00
14.48;0.11;0.20;0.10;0.01;0.08;-0.02
14.52;0.11;0.20;0.10;0.01;0.08;-0.02
14.56;0.11;0.20;0.10;0.01;0.08;-0.02
14.60;0.11;0.20;0.11;0.01;0.08;-0.02
14.64;0.11;0.20;0.11;0.01;0.08;-0.02
14.68;0.11;0.20;0.11;0.01;0.08;-0.02
14.72;0.11;0.20;0.11;0.01;0.08;-0.02
14.76;0.11;0.20;0.11;0.01;0.08;-0.02
14.80;0.11;0.20;0.12;0.01;0.08;-0.02
14.84;0.11;0.20;0.12;0.01;0.08;-0.02
14.88;0.11;0.20;0.12;0.01;0.08;-0.02
14.92;0.11;0.20;0.12;0.01;0.08;-0.02
14.96;0.11;0.20;0.12;0.01;0.09;-0.01
15.00;0.11;0.20;0.12;0.01;0.09;-0.01
15.04;0.11;0.20;0.12;0.01;0.10;0.01
15.08;0.11;0.20;0.12;0.01;0.11;0.02
15.12;0.11;0.20;0.12;0.01;0.12;0.03
15.16;0.11;0.20;0.12;0.01;0.14;0.04
15.20;0.11;0.20;0.12;0.01;0.15;0.04
15.24;0.11;0.20;0.12;0.01;0.14;0.04
15.28;0.10;0.20;0.12;0.01;0.14;0.04
15.32;0.10;0.20;0.13;0.02;0.14;0.04
15.36;0.10;0.20;0.13;0.02;0.14;0.05
15.40;0.10;0.20;0.13;0.03;0.14;0.05
15.44;0.10;0.20;0.14;0.03;0.14;0.05
15.48;0.10;0.20;0.14;0.04;0.14;0.05
15.52;0.10;0.20;0.14;0.05;0.14;0.05
15.56;0.10;0.20;0.14;0.06;0.14;0.05
15.60;0.10;0.20;0.14;0.06;0.14;0.06
15.64;0.10;0.20;0.14;0.08;0.14;0.06
15.68;0.10;0.20;0.15;0.09;0.14;0.06
15.72;0.10;0.20;0.15;0.09;0.14;0.06
15.76;0.10;0.20;0.15;0.09;0.14;0.06
15.80;0.10;0.20;0.16;0.09;0.13;0.06
15.84;0.10;0.20;0.16;0.09;0.13;0.06
15.88;0.10;0.20;0.17;0.09;0.13;0.06
15.92;0.10;0.20;0.17;0.10;0.13;0.06
15.96;0.10;0.20;0.17;0.11;0.12;0.06
16.00;0.10;0.20;0.17;0.12;0.12;0.06
16.04;0.10;0.20;0.17;0.12;0.11;0.06
16.08;0.10;0.20;0.17;0.14;0.11;0.06
16.12;0.10;0.20;0.17;0.15;0.11;0.06
16.16;0.10;0.20;0.17;0.15;0.11;0.06
16.20;0.10;0.20;0.17;0.16;0.11;0.06
16.24;0.10;0.20;0.17;0.17;0.11;0.06
16.28;0.10;0.20;0.17;0.17;0.11;0.06
16.32;0.10;0.20;0.17;0.18;0.11;0.06
16.36;0.10;0.20;0.17;0.18;0.11;0.06
16.40;0.10;0.20;0.17;0.18;0.12;0.06
16.44;0.09;0.20;0.17;0.19;0.12;0.06
16.48;0.09;0.20;0.17;0.19;0.14;0.06
16.52;0.09;0.20;0.17;0.19;0.15;0.06
16.56;0.09;0.20;0.17;0.19;0.15;0.06
16.60;0.09;0.20;0.17;0.19;0.16;0.06
16.64;0.09;0.20;0.17;0.19;0.16;0.06
16.68;0.09;0.20;0.17;0.19;0.16;0.06
16.72;0.09;0.20;0.17;0.19;0.16;0.06
16.76;0.09;0.20;0.17;0.19;0.16;0.06
16.80;0.09;0.20;0.17;0.19;0.16;0.06
16.84;0.09;0.20;0.17;0.19;0.16;0.06
16.88;0.09;0.20;0.17;0.19;0.16;0.06
16.92;0.09;0.20;0.17;0.19;0.16;0.06
16.96;0.09;0.20;0.17;0.19;0.16;0.06
17.00;0.09;0.20;0.17;0.19;0.16;0.06
17.04;0.09;0.20;0.17;0.19;0.16;0.06
17.08;0.09;0.20;0.17;0.19;0.17;0.06
17.12;0.09;0.20;0.17;0.19;0.17;0.06
17.16;0.09;0.20;0.17;0.19;0.17;0.06
17.20;0.09;0.20;0.17;0.19;0.17;0.06
17.24;0.09;0.20;0.17;0.19;0.18;0.06
17.28;0.09;0.20;0.17;0.19;0.18;0.06
17.32;0.09;0.20;0.17;0.19;0.19;0.06
17.36;0.09;0.20;0.17;0.19;0.19;0.06
17.40;0.09;0.20;0.17;0.19;0.19;0.06
17.44;0.09;0.20;0.17;0.19;0.19;0.06
17.48;0.09;0.20;0.17;0.19;0.19;0.06
17.52;0.09;0.20;0.17;0.19;0.19;0.06
17.56;0.09;0.20;0.17;0.19;0.19;0.06
17.60;0.09;0.20;0.17;0.19;0.19;0.06
17.64;0.09;0.20;0.17;0.19;0.19;0.06
17.68;0.09;0.20;0.16;0.19;0.19;0.06
17.72;0.09;0.20;0.16;0.19;0.19;0.06
17.76;0.09;0.20;0.16;0.19;0.19;0.06
17.80;0.09;0.20;0.16;0.19;0.19;0.06
17.84;0.09;0.20;0.16;0.19;0.19;0.06
17.88;0.09;0.20;0.16;0.19;0.19;0.06
17.92;0.09;0.20;0.15;0.19;0.18;0.06
17.96;0.09;0.20;0.15;0.19;0.16;0.06
18.00;0.09;0.20;0.15;0.19;0.15;0.06
18.04;0.09;0.20;0.15;0.19;0.14;0.06
18.08;0.09;0.20;0.15;0.19;0.14;0.06
18.12;0.09;0.20;0.15;0.19;0.14;0.06
18.16;0.09;0.20;0.15;0.19;0.14;0.06
18.20;0.09;0.20;0.15;0.19;0.14;0.06
18.24;0.09;0.20;0.15;0.19;0.14;0.06
18.28;0.09;0.20;0.14;0.19;0.14;0.06
18.32;0.09;0.20;0.14;0.19;0.14;0.06
18.36;0.09;0.20;0.14;0.19;0.14;0.06
18.40;0.09;0.21;0.14;0.19;0.14;0.06
18.44;0.09;0.21;0.14;0.19;0.14;0.06
18.48;0.09;0.21;0.14;0.19;0.14;0.06
18.52;0.09;0.21;0.14;0.19;0.14;0.06
18.56;0.09;0.21;0.14;0.19;0.14;0.06
18.60;0.09;0.21;0.14;0.19;0.17;0.06
18.64;0.09;0.21;0.14;0.19;0.18;0.06
18.68;0.09;0.21;0.14;0.19;0.20;0.06
18.72;0.09;0.21;0.14;0.19;0.21;0.06
18.76;0.09;0.21;0.14;0.19;0.21;0.06
18.80;0.09;0.21;0.14;0.19;0.21;0.06
18.84;0.09;0.22;0.14;0.19;0.21;0.06
18.88;0.09;0.22;0.14;0.19;0.22;0.06
18.92;0.09;0.22;0.13;0.19;0.22;0.06
18.96;0.09;0.22;0.13;0.19;0.22;0.07
19.00;0.09;0.22;0.13;0.19;0.22;0.07
19.04;0.09;0.22;0.13;0.19;0.22;0.07
19.08;0.09;0.22;0.13;0.19;0.22;0.07
19.12;0.09;0.22;0.13;0.19;0.22;0.08
19.16;0.09;0.22;0.13;0.19;0.23;0.08
19.20;0.09;0.22;0.13;0.19;0.23;0.08
19.24;0.10;0.22;0.13;0.19;0.24;0.08
19.28;0.10;0.22;0.13;0.19;0.25;0.08
19.32;0.10;0.22;0.13;0.19;0.26;0.08
19.36;0.10;0.22;0.13;0.19;0.26;0.08
19.40;0.10;0.22;0.13;0.19;0.26;0.08
