time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
1.80;0.00;0.08;0.33;0.07;0.00;0.00
1.84;0.00;0.08;0.34;0.08;0.00;0.00
1.88;0.00;0.08;0.35;0.08;0.00;0.00
1.92;0.00;0.08;0.35;0.08;0.00;0.00
1.96;0.00;0.09;0.36;0.09;0.00;0.00
2.00;0.00;0.10;0.36;0.09;0.00;0.00
2.04;0.00;0.11;0.37;0.10;0.00;0.00
2.08;0.00;0.12;0.37;0.11;0.00;0.00
2.12;0.00;0.13;0.37;0.12;0.00;0.00
2.16;0.00;0.14;0.37;0.13;0.00;0.00
2.20;0.00;0.16;0.37;0.14;0.00;0.00
2.24;0.00;0.17;0.37;0.14;0.00;0.00
2.28;0.00;0.19;0.37;0.15;0.00;0.00
2.32;0.00;0.21;0.37;0.16;0.00;0.00
2.36;0.01;0.22;0.38;0.17;0.00;0.00
2.40;0.03;0.23;0.38;0.18;0.00;0.00
2.44;0.06;0.23;0.39;0.19;0.00;0.00
2.48;0.11;0.23;0.39;0.20;0.00;0.04
2.52;0.16;0.23;0.39;0.20;0.00;0.04
2.56;0.24;0.22;0.39;0.21;0.00;0.04
2.60;0.31;0.22;0.39;0.22;0.00;0.04
2.64;0.38;0.22;0.39;0.22;0.00;0.04
2.68;0.43;0.22;0.39;0.23;0.00;0.04
2.72;0.50;0.21;0.39;0.23;0.00;0.04
2.76;0.54;0.21;0.39;0.24;0.00;0.04
2.80;0.54;0.20;0.39;0.24;0.00;0.04
2.84;0.54;0.20;0.39;0.24;0.00;0.04
2.88;0.54;0.19;0.39;0.24;0.00;0.04
2.92;0.54;0.18;0.39;0.24;0.00;0.04
2.96;0.54;0.18;0.39;0.24;0.00;0.04
3.00;0.54;0.18;0.39;0.25;0.00;0.04
3.04;0.54;0.19;0.39;0.26;0.00;0.04
3.08;0.54;0.20;0.39;0.26;0.00;0.04
3.12;0.55;0.21;0.39;0.26;0.00;0.04
3.16;0.55;0.22;0.39;0.26;0.00;0.04
3.20;0.55;0.23;0.39;0.26;0.00;0.04
3.24;0.55;0.24;0.39;0.26;0.00;0.04
3.28;0.55;0.24;0.39;0.26;0.00;0.04
3.32;0.55;0.24;0.40;0.26;0.00;0.04
3.36;0.57;0.24;0.41;0.26;0.00;0.05
3.40;0.58;0.25;0.43;0.26;0.00;0.06
3.44;0.63;0.27;0.43;0.26;0.00;0.08
3.48;0.65;0.29;0.45;0.26;0.00;0.08
3.52;0.66;0.29;0.46;0.26;-0.01;0.09
3.56;0.67;0.29;0.48;0.26;-0.01;0.10
3.60;0.68;0.29;0.49;0.26;-0.01;0.12
3.64;0.70;0.29;0.52;0.26;-0.01;0.13
3.68;0.72;0.29;0.55;0.26;0.00;0.15
3.72;0.74;0.30;0.57;0.26;0.02;0.17
3.76;0.75;0.30;0.59;0.26;0.06;0.17
3.80;0.75;0.33;0.60;0.26;0.08;0.17
3.84;0.75;0.35;0.60;0.26;0.10;0.17
3.88;0.75;0.38;0.60;0.26;0.10;0.18
3.92;0.75;0.40;0.60;0.26;0.10;0.18
3.96;0.75;0.41;0.60;0.27;0.11;0.18
4.00;0.75;0.41;0.60;0.27;0.11;0.19
4.04;0.74;0.41;0.60;0.27;0.11;0.21
4.08;0.74;0.40;0.60;0.27;0.11;0.23
4.12;0.74;0.40;0.60;0.27;0.11;0.23
4.16;0.74;0.40;0.59;0.27;0.11;0.23
4.20;0.74;0.38;0.59;0.27;0.11;0.23
4.24;0.74;0.37;0.59;0.27;0.11;0.23
4.28;0.74;0.36;0.59;0.27;0.11;0.24
4.32;0.74;0.35;0.59;0.28;0.11;0.24
4.36;0.74;0.35;0.59;0.28;0.11;0.24
4.40;0.74;0.34;0.59;0.28;0.11;0.24
4.44;0.74;0.34;0.59;0.29;0.11;0.24
4.48;0.74;0.33;0.59;0.29;0.11;0.24
4.52;0.73;0.33;0.58;0.30;0.11;0.24
4.56;0.73;0.33;0.57;0.30;0.11;0.24
4.60;0.72;0.30;0.57;0.31;0.11;0.24
4.64;0.71;0.27;0.56;0.31;0.11;0.24
4.68;0.69;0.26;0.55;0.31;0.11;0.24
4.72;0.66;0.26;0.54;0.31;0.11;0.24
4.76;0.65;0.26;0.53;0.31;0.11;0.24
4.80;0.63;0.26;0.52;0.31;0.12;0.24
4.84;0.60;0.26;0.52;0.31;0.12;0.24
4.88;0.57;0.26;0.51;0.31;0.12;0.24
4.92;0.57;0.26;0.50;0.31;0.13;0.24
4.96;0.57;0.26;0.49;0.31;0.13;0.24
5.00;0.57;0.27;0.49;0.31;0.13;0.24
5.04;0.57;0.27;0.48;0.31;0.13;0.24
5.08;0.57;0.31;0.47;0.31;0.13;0.24
5.12;0.57;0.31;0.46;0.31;0.14;0.24
5.16;0.57;0.31;0.44;0.31;0.14;0.24
5.20;0.57;0.32;0.43;0.31;0.14;0.24
5.24;0.57;0.32;0.42;0.32;0.14;0.24
5.28;0.57;0.32;0.42;0.32;0.14;0.24
5.32;0.56;0.32;0.42;0.33;0.14;0.24
5.36;0.56;0.32;0.41;0.33;0.14;0.24
5.40;0.56;0.32;0.41;0.34;0.14;0.24
5.44;0.56;0.32;0.41;0.34;0.14;0.24
5.48;0.56;0.32;0.41;0.34;0.14;0.24
5.52;0.56;0.32;0.40;0.34;0.14;0.24
5.56;0.56;0.32;0.39;0.34;0.14;0.24
5.60;0.56;0.32;0.38;0.34;0.14;0.24
5.64;0.56;0.32;0.38;0.34;0.14;0.23
5.68;0.56;0.32;0.37;0.34;0.14;0.23
5.72;0.56;0.32;0.37;0.34;0.14;0.23
5.76;0.56;0.32;0.37;0.34;0.14;0.22
5.80;0.56;0.32;0.37;0.34;0.14;0.22
5.84;0.56;0.32;0.37;0.34;0.14;0.22
5.88;0.56;0.32;0.35;0.34;0.14;0.22
5.92;0.56;0.32;0.35;0.34;0.14;0.21
5.96;0.56;0.32;0.35;0.34;0.14;0.21
6.00;0.56;0.32;0.34;0.34;0.14;0.20
6.04;0.56;0.32;0.33;0.34;0.14;0.20
6.08;0.56;0.32;0.33;0.34;0.14;0.19
6.12;0.56;0.32;0.32;0.34;0.14;0.19
6.16;0.56;0.32;0.29;0.34;0.15;0.18
6.20;0.56;0.32;0.28;0.34;0.15;0.18
6.24;0.56;0.32;0.26;0.34;0.16;0.17
6.28;0.56;0.32;0.23;0.34;0.17;0.17
6.32;0.56;0.32;0.21;0.34;0.17;0.17
6.36;0.56;0.32;0.20;0.34;0.17;0.17
6.40;0.56;0.32;0.19;0.34;0.17;0.17
6.44;0.56;0.32;0.19;0.34;0.17;0.17
6.48;0.56;0.32;0.19;0.34;0.17;0.16
6.52;0.56;0.32;0.19;0.34;0.17;0.16
6.56;0.56;0.32;0.19;0.34;0.17;0.16
6.60;0.56;0.32;0.19;0.34;0.17;0.16
6.64;0.56;0.31;0.19;0.34;0.17;0.16
6.68;0.56;0.30;0.19;0.34;0.17;0.16
6.72;0.56;0.30;0.19;0.34;0.17;0.16
6.76;0.56;0.30;0.19;0.34;0.17;0.16
6.80;0.56;0.30;0.19;0.34;0.17;0.17
6.84;0.56;0.30;0.19;0.34;0.17;0.17
6.88;0.56;0.30;0.19;0.34;0.17;0.17
6.92;0.56;0.29;0.19;0.34;0.17;0.18
6.96;0.56;0.29;0.19;0.34;0.17;0.19
7.00;0.56;0.29;0.19;0.35;0.17;0.20
7.04;0.56;0.29;0.19;0.35;0.17;0.20
7.08;0.56;0.29;0.19;0.35;0.18;0.20
7.12;0.56;0.29;0.19;0.35;0.18;0.21
7.16;0.56;0.29;0.19;0.35;0.18;0.21
7.20;0.56;0.29;0.19;0.35;0.18;0.21
7.24;0.56;0.29;0.19;0.36;0.18;0.22
7.28;0.56;0.29;0.19;0.37;0.18;0.22
7.32;0.56;0.29;0.19;0.37;0.19;0.23
7.36;0.56;0.29;0.19;0.37;0.19;0.23
7.40;0.56;0.29;0.19;0.37;0.19;0.23
7.44;0.56;0.29;0.19;0.37;0.19;0.23
7.48;0.56;0.29;0.19;0.37;0.20;0.23
7.52;0.56;0.29;0.19;0.39;0.20;0.23
7.56;0.56;0.29;0.19;0.40;0.20;0.23
7.60;0.56;0.29;0.20;0.40;0.20;0.23
7.64;0.56;0.29;0.20;0.41;0.21;0.23
7.68;0.56;0.29;0.21;0.41;0.21;0.23
7.72;0.56;0.29;0.22;0.41;0.21;0.23
7.76;0.55;0.29;0.22;0.41;0.22;0.23
7.80;0.54;0.29;0.22;0.41;0.22;0.23
7.84;0.54;0.29;0.22;0.41;0.22;0.23
7.88;0.54;0.29;0.22;0.41;0.22;0.23
7.92;0.53;0.29;0.22;0.41;0.21;0.23
7.96;0.52;0.29;0.22;0.41;0.21;0.23
8.00;0.50;0.29;0.22;0.41;0.21;0.23
8.04;0.48;0.29;0.22;0.41;0.21;0.23
8.08;0.47;0.30;0.22;0.41;0.21;0.23
8.12;0.46;0.31;0.23;0.41;0.20;0.23
8.16;0.45;0.31;0.23;0.41;0.20;0.23
8.20;0.45;0.31;0.23;0.41;0.20;0.23
8.24;0.44;0.31;0.23;0.41;0.20;0.23
8.28;0.44;0.31;0.23;0.41;0.20;0.23
8.32;0.43;0.31;0.23;0.41;0.20;0.23
8.36;0.43;0.31;0.23;0.41;0.20;0.23
8.40;0.43;0.30;0.23;0.41;0.20;0.23
8.44;0.43;0.30;0.23;0.41;0.20;0.23
8.48;0.43;0.30;0.23;0.41;0.20;0.23
8.52;0.43;0.29;0.23;0.41;0.20;0.23
8.56;0.43;0.29;0.23;0.41;0.19;0.23
8.60;0.42;0.28;0.23;0.41;0.19;0.23
8.64;0.42;0.28;0.23;0.41;0.19;0.23
8.68;0.42;0.27;0.23;0.41;0.19;0.23
8.72;0.42;0.27;0.23;0.41;0.19;0.23
8.76;0.42;0.27;0.23;0.41;0.18;0.23
8.80;0.42;0.27;0.23;0.41;0.18;0.23
8.84;0.42;0.27;0.23;0.41;0.18;0.23
8.88;0.42;0.27;0.23;0.41;0.18;0.23
8.92;0.42;0.26;0.23;0.41;0.18;0.23
8.96;0.42;0.26;0.23;0.41;0.18;0.23
9.00;0.41;0.26;0.23;0.41;0.18;0.23
9.04;0.41;0.26;0.23;0.41;0.18;0.23
9.08;0.41;0.26;0.23;0.41;0.18;0.23
9.12;0.40;0.26;0.23;0.41;0.18;0.23
9.16;0.40;0.26;0.23;0.41;0.18;0.23
9.20;0.39;0.26;0.23;0.41;0.18;0.23
9.24;0.39;0.26;0.23;0.41;0.18;0.23
9.28;0.39;0.26;0.23;0.41;0.18;0.23
9.32;0.38;0.26;0.23;0.41;0.19;0.22
9.36;0.37;0.26;0.23;0.41;0.20;0.22
9.40;0.37;0.27;0.23;0.41;0.21;0.21
9.44;0.36;0.27;0.23;0.41;0.22;0.21
9.48;0.35;0.27;0.23;0.41;0.22;0.21
9.52;0.35;0.27;0.23;0.41;0.23;0.21
9.56;0.34;0.27;0.23;0.41;0.23;0.21
9.60;0.33;0.27;0.23;0.41;0.23;0.21
9.64;0.33;0.27;0.23;0.41;0.23;0.21
9.68;0.33;0.27;0.23;0.41;0.23;0.21
9.72;0.32;0.27;0.23;0.41;0.23;0.21
9.76;0.32;0.27;0.23;0.41;0.24;0.21
9.80;0.32;0.27;0.23;0.41;0.25;0.21
9.84;0.32;0.27;0.23;0.41;0.25;0.21
9.88;0.31;0.27;0.23;0.41;0.25;0.21
9.92;0.31;0.27;0.23;0.41;0.25;0.21
9.96;0.30;0.27;0.23;0.41;0.25;0.21
10.00;0.30;0.27;0.23;0.41;0.25;0.21
10.04;0.30;0.27;0.23;0.41;0.25;0.21
10.08;0.30;0.27;0.23;0.41;0.25;0.21
10.12;0.29;0.27;0.23;0.41;0.25;0.21
10.16;0.29;0.28;0.23;0.41;0.25;0.21
10.20;0.29;0.28;0.24;0.41;0.25;0.21
10.24;0.28;0.28;0.24;0.43;0.25;0.21
10.28;0.28;0.28;0.24;0.43;0.25;0.21
10.32;0.28;0.27;0.24;0.43;0.25;0.21
10.36;0.28;0.27;0.23;0.43;0.25;0.21
10.40;0.27;0.27;0.23;0.43;0.25;0.21
10.44;0.27;0.27;0.21;0.43;0.25;0.21
10.48;0.27;0.27;0.19;0.43;0.25;0.21
10.52;0.27;0.27;0.19;0.44;0.25;0.21
10.56;0.27;0.26;0.18;0.46;0.25;0.21
10.60;0.27;0.25;0.18;0.47;0.25;0.21
10.64;0.27;0.25;0.17;0.47;0.25;0.21
10.68;0.27;0.24;0.17;0.47;0.25;0.21
10.72;0.27;0.24;0.17;0.48;0.25;0.21
10.76;0.27;0.23;0.17;0.48;0.25;0.21
10.80;0.27;0.22;0.17;0.48;0.25;0.21
10.84;0.27;0.20;0.16;0.48;0.25;0.21
10.88;0.27;0.20;0.16;0.48;0.25;0.21
10.92;0.27;0.20;0.16;0.48;0.25;0.21
10.96;0.27;0.20;0.16;0.49;0.26;0.21
11.00;0.27;0.20;0.16;0.50;0.26;0.21
11.04;0.27;0.21;0.16;0.52;0.26;0.21
11.08;0.27;0.22;0.15;0.53;0.26;0.21
11.12;0.27;0.23;0.15;0.53;0.26;0.21
11.16;0.27;0.24;0.15;0.53;0.26;0.21
11.20;0.27;0.25;0.15;0.53;0.26;0.21
11.24;0.27;0.25;0.15;0.53;0.26;0.21
11.28;0.27;0.25;0.15;0.53;0.26;0.21
11.32;0.27;0.26;0.15;0.53;0.25;0.21
11.36;0.27;0.26;0.15;0.53;0.25;0.21
11.40;0.26;0.26;0.15;0.53;0.25;0.21
11.44;0.26;0.26;0.15;0.53;0.24;0.21
11.48;0.26;0.26;0.15;0.53;0.24;0.21
11.52;0.25;0.27;0.15;0.53;0.24;0.21
11.56;0.25;0.27;0.15;0.53;0.24;0.21
11.60;0.24;0.27;0.15;0.53;0.24;0.21
11.64;0.23;0.27;0.16;0.54;0.24;0.21
11.68;0.23;0.27;0.17;0.55;0.24;0.21
11.72;0.23;0.27;0.17;0.55;0.24;0.21
11.76;0.23;0.27;0.18;0.55;0.24;0.21
11.80;0.22;0.27;0.18;0.55;0.24;0.21
11.84;0.22;0.27;0.18;0.55;0.24;0.21
11.88;0.22;0.27;0.19;0.56;0.24;0.21
11.92;0.22;0.27;0.19;0.56;0.25;0.21
11.96;0.22;0.27;0.19;0.56;0.25;0.21
12.00;0.22;0.27;0.20;0.56;0.25;0.21
12.04;0.22;0.27;0.20;0.56;0.25;0.21
12.08;0.22;0.27;0.20;0.56;0.25;0.21
12.12;0.22;0.27;0.21;0.56;0.26;0.21
12.16;0.22;0.27;0.22;0.59;0.26;0.21
12.20;0.22;0.27;0.23;0.61;0.26;0.21
12.24;0.22;0.27;0.23;0.62;0.26;0.21
12.28;0.22;0.26;0.24;0.62;0.27;0.21
12.32;0.22;0.25;0.24;0.64;0.27;0.21
12.36;0.22;0.24;0.25;0.64;0.27;0.21
12.40;0.23;0.22;0.26;0.64;0.27;0.21
12.44;0.23;0.20;0.26;0.64;0.27;0.21
12.48;0.23;0.18;0.27;0.64;0.27;0.21
12.52;0.23;0.18;0.27;0.64;0.27;0.21
12.56;0.23;0.18;0.29;0.64;0.27;0.21
12.60;0.23;0.17;0.30;0.64;0.27;0.21
12.64;0.23;0.16;0.32;0.64;0.27;0.21
12.68;0.23;0.14;0.34;0.65;0.27;0.21
12.72;0.23;0.13;0.35;0.65;0.27;0.21
12.76;0.23;0.12;0.36;0.65;0.27;0.20
12.80;0.23;0.12;0.36;0.65;0.27;0.20
12.84;0.23;0.12;0.36;0.65;0.27;0.19
12.88;0.23;0.12;0.36;0.65;0.27;0.19
12.92;0.23;0.12;0.36;0.65;0.27;0.19
12.96;0.23;0.11;0.36;0.65;0.27;0.19
13.00;0.24;0.11;0.36;0.66;0.27;0.19
13.04;0.24;0.11;0.36;0.67;0.27;0.19
13.08;0.25;0.11;0.36;0.68;0.27;0.19
13.12;0.25;0.10;0.36;0.68;0.27;0.19
13.16;0.27;0.10;0.36;0.69;0.27;0.19
13.20;0.27;0.10;0.36;0.69;0.27;0.20
13.24;0.27;0.10;0.36;0.69;0.27;0.20
13.28;0.28;0.10;0.36;0.69;0.27;0.20
13.32;0.28;0.10;0.36;0.69;0.27;0.21
13.36;0.28;0.10;0.36;0.69;0.27;0.21
13.40;0.29;0.10;0.36;0.69;0.27;0.21
13.44;0.29;0.10;0.36;0.69;0.27;0.21
13.48;0.29;0.10;0.36;0.69;0.27;0.21
13.52;0.30;0.10;0.36;0.69;0.27;0.21
13.56;0.30;0.10;0.36;0.69;0.27;0.22
13.60;0.30;0.10;0.36;0.69;0.27;0.22
13.64;0.30;0.10;0.36;0.69;0.27;0.23
13.68;0.30;0.10;0.36;0.69;0.27;0.23
13.72;0.30;0.10;0.36;0.69;0.26;0.23
13.76;0.30;0.10;0.36;0.69;0.26;0.23
13.80;0.30;0.10;0.36;0.69;0.26;0.24
13.84;0.30;0.10;0.36;0.69;0.26;0.24
13.88;0.30;0.11;0.36;0.69;0.26;0.24
13.92;0.30;0.11;0.36;0.69;0.26;0.24
13.96;0.30;0.11;0.36;0.69;0.26;0.24
14.00;0.30;0.12;0.36;0.69;0.26;0.24
14.04;0.30;0.12;0.36;0.69;0.26;0.24
14.08;0.30;0.12;0.36;0.69;0.25;0.24
14.12;0.30;0.12;0.36;0.69;0.25;0.24
14.16;0.29;0.12;0.36;0.69;0.25;0.23
14.20;0.29;0.12;0.36;0.69;0.25;0.23
14.24;0.28;0.12;0.36;0.69;0.25;0.23
14.28;0.28;0.12;0.36;0.69;0.25;0.23
14.32;0.27;0.12;0.36;0.69;0.25;0.23
14.36;0.27;0.12;0.36;0.69;0.25;0.23
14.40;0.27;0.11;0.36;0.69;0.25;0.23
14.44;0.27;0.11;0.36;0.69;0.25;0.23
14.48;0.27;0.11;0.37;0.69;0.25;0.23
14.52;0.27;0.10;0.37;0.69;0.25;0.23
14.56;0.27;0.09;0.37;0.69;0.25;0.23
14.60;0.27;0.08;0.37;0.69;0.25;0.23
14.64;0.27;0.07;0.37;0.69;0.25;0.23
14.68;0.26;0.06;0.37;0.69;0.25;0.23
14.72;0.26;0.05;0.37;0.69;0.25;0.23
14.76;0.25;0.05;0.37;0.69;0.24;0.23
14.80;0.24;0.05;0.37;0.69;0.24;0.22
14.84;0.24;0.05;0.37;0.69;0.24;0.22
14.88;0.24;0.05;0.32;0.69;0.24;0.21
14.92;0.23;0.05;0.24;0.69;0.24;0.21
14.96;0.23;0.05;0.14;0.69;0.24;0.21
15.00;0.23;0.05;0.09;0.69;0.24;0.21
15.04;0.22;0.05;0.07;0.69;0.25;0.20
15.08;0.22;0.05;0.05;0.69;0.25;0.20
15.12;0.22;0.06;0.03;0.69;0.25;0.20
15.16;0.22;0.08;0.02;0.69;0.26;0.19
15.20;0.22;0.08;0.01;0.69;0.26;0.18
15.24;0.22;0.09;-0.01;0.69;0.27;0.18
15.28;0.22;0.09;-0.03;0.69;0.27;0.18
15.32;0.21;0.09;-0.03;0.69;0.27;0.17
15.36;0.21;0.10;-0.03;0.69;0.27;0.17
15.40;0.21;0.11;-0.03;0.69;0.27;0.16
15.44;0.20;0.11;-0.03;0.69;0.27;0.16
15.48;0.20;0.12;-0.03;0.69;0.27;0.16
15.52;0.20;0.12;-0.03;0.69;0.27;0.16
15.56;0.20;0.12;-0.03;0.69;0.26;0.15
15.60;0.20;0.13;-0.03;0.69;0.26;0.15
15.64;0.19;0.13;-0.03;0.69;0.25;0.15
15.68;0.19;0.14;-0.03;0.69;0.25;0.15
15.72;0.19;0.14;-0.03;0.69;0.24;0.15
15.76;0.19;0.14;-0.03;0.69;0.24;0.15
15.80;0.19;0.15;-0.03;0.69;0.24;0.15
15.84;0.18;0.15;-0.03;0.69;0.24;0.15
15.88;0.18;0.16;-0.02;0.68;0.23;0.15
15.92;0.18;0.16;-0.02;0.68;0.23;0.15
15.96;0.18;0.17;-0.01;0.68;0.23;0.15
16.00;0.18;0.18;0.00;0.68;0.23;0.15
16.04;0.18;0.19;0.00;0.68;0.23;0.15
16.08;0.18;0.19;0.00;0.68;0.23;0.16
16.12;0.18;0.20;0.01;0.68;0.23;0.16
16.16;0.18;0.20;0.01;0.67;0.23;0.16
16.20;0.18;0.21;0.01;0.67;0.23;0.16
16.24;0.18;0.21;0.01;0.67;0.23;0.16
16.28;0.18;0.21;0.01;0.67;0.23;0.17
16.32;0.18;0.21;0.02;0.66;0.23;0.17
16.36;0.18;0.21;0.03;0.66;0.23;0.18
16.40;0.18;0.21;0.04;0.66;0.23;0.18
16.44;0.18;0.21;0.06;0.66;0.23;0.20
16.48;0.18;0.22;0.07;0.66;0.23;0.21
16.52;0.18;0.22;0.07;0.65;0.23;0.22
16.56;0.19;0.22;0.08;0.65;0.23;0.22
16.60;0.21;0.22;0.08;0.65;0.23;0.22
16.64;0.22;0.23;0.09;0.65;0.23;0.22
16.68;0.23;0.22;0.09;0.65;0.23;0.23
16.72;0.23;0.22;0.09;0.64;0.23;0.23
16.76;0.23;0.22;0.10;0.64;0.23;0.23
16.80;0.24;0.22;0.10;0.63;0.23;0.23
16.84;0.24;0.22;0.10;0.63;0.23;0.23
16.88;0.25;0.22;0.10;0.63;0.23;0.23
16.92;0.25;0.22;0.10;0.62;0.23;0.23
16.96;0.26;0.22;0.10;0.62;0.23;0.23
17.00;0.26;0.22;0.10;0.62;0.23;0.23
17.04;0.26;0.22;0.10;0.61;0.23;0.23
17.08;0.26;0.21;0.10;0.61;0.23;0.23
17.12;0.26;0.21;0.10;0.61;0.23;0.23
17.16;0.26;0.20;0.10;0.60;0.23;0.23
17.20;0.26;0.20;0.10;0.60;0.23;0.23
17.24;0.26;0.19;0.10;0.59;0.23;0.23
17.28;0.26;0.19;0.10;0.59;0.23;0.23
17.32;0.26;0.19;0.10;0.57;0.23;0.23
17.36;0.26;0.18;0.10;0.56;0.23;0.23
17.40;0.26;0.18;0.10;0.55;0.23;0.23
17.44;0.26;0.17;0.10;0.54;0.23;0.23
17.48;0.26;0.17;0.10;0.52;0.24;0.22
17.52;0.26;0.16;0.10;0.50;0.24;0.21
17.56;0.26;0.16;0.10;0.49;0.24;0.21
17.60;0.26;0.15;0.10;0.48;0.24;0.21
17.64;0.26;0.15;0.10;0.48;0.24;0.21
17.68;0.26;0.15;0.10;0.47;0.24;0.21
17.72;0.26;0.15;0.10;0.45;0.24;0.21
17.76;0.26;0.14;0.10;0.44;0.24;0.21
17.80;0.26;0.14;0.10;0.43;0.24;0.21
17.84;0.26;0.14;0.10;0.42;0.24;0.21
17.88;0.26;0.14;0.10;0.41;0.23;0.21
17.92;0.26;0.14;0.10;0.40;0.23;0.21
17.96;0.26;0.14;0.10;0.39;0.20;0.21
18.00;0.26;0.14;0.10;0.38;0.18;0.21
18.04;0.26;0.14;0.09;0.37;0.18;0.21
18.08;0.26;0.14;0.09;0.36;0.17;0.21
18.12;0.26;0.14;0.08;0.35;0.17;0.21
18.16;0.26;0.14;0.08;0.35;0.17;0.21
18.20;0.25;0.14;0.08;0.34;0.17;0.21
18.24;0.24;0.14;0.07;0.33;0.17;0.21
18.28;0.24;0.14;0.07;0.32;0.17;0.21
18.32;0.24;0.15;0.06;0.32;0.17;0.21
18.36;0.24;0.15;0.06;0.31;0.17;0.21
18.40;0.24;0.15;0.06;0.31;0.17;0.21
18.44;0.24;0.15;0.06;0.31;0.17;0.21
18.48;0.24;0.15;0.05;0.31;0.17;0.21
18.52;0.24;0.15;0.05;0.30;0.17;0.21
18.56;0.24;0.15;0.05;0.30;0.17;0.21
18.60;0.23;0.15;0.04;0.30;0.17;0.21
18.64;0.23;0.15;0.04;0.30;0.17;0.21
18.68;0.23;0.15;0.03;0.30;0.17;0.21
18.72;0.23;0.15;0.02;0.30;0.17;0.21
18.76;0.23;0.15;0.02;0.30;0.17;0.21
18.80;0.23;0.15;0.01;0.30;0.17;0.21
18.84;0.23;0.15;0.00;0.30;0.17;0.21
18.88;0.23;0.15;0.00;0.30;0.17;0.21
18.92;0.23;0.16;0.00;0.30;0.17;0.21
18.96;0.23;0.16;0.00;0.30;0.17;0.21
19.00;0.23;0.16;0.00;0.30;0.17;0.21
19.04;0.23;0.16;0.00;0.30;0.17;0.21
19.08;0.23;0.16;0.00;0.30;0.17;0.21
19.12;0.23;0.17;0.00;0.30;0.17;0.21
19.16;0.23;0.17;0.00;0.30;0.17;0.21
19.20;0.22;0.17;0.00;0.30;0.17;0.21
19.24;0.22;0.17;0.00;0.30;0.17;0.21
19.28;0.22;0.17;0.00;0.30;0.17;0.21
19.32;0.22;0.18;0.00;0.30;0.17;0.21
19.36;0.22;0.18;0.00;0.30;0.17;0.21
19.40;0.22;0.18;0.00;0.30;0.17;0.21
19.44;0.22;0.18;0.00;0.30;0.17;0.21
19.48;0.22;0.18;0.00;0.30;0.16;0.21
19.52;0.22;0.18;0.00;0.30;0.15;0.21
19.56;0.22;0.18;0.00;0.30;0.15;0.21
19.60;0.22;0.18;0.00;0.30;0.15;0.21
19.64;0.22;0.19;0.00;0.30;0.14;0.21
19.68;0.21;0.19;0.00;0.30;0.14;0.21
19.72;0.21;0.19;0.00;0.30;0.13;0.21
19.76;0.21;0.19;0.00;0.30;0.12;0.21
19.80;0.21;0.20;0.00;0.30;0.11;0.21
