time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
1.76;0.00;0.03;0.00;-0.01;0.00;0.00
1.80;0.00;0.03;0.00;-0.01;0.00;0.00
1.84;0.00;0.03;0.00;-0.01;0.00;0.00
1.88;0.00;0.03;0.00;-0.01;0.00;0.00
1.92;0.00;0.03;0.00;-0.01;0.00;0.01
1.96;0.00;0.03;0.00;0.00;0.00;0.01
2.00;0.00;0.03;0.00;0.00;0.00;0.02
2.04;0.00;0.03;0.00;0.01;0.00;0.02
2.08;0.00;0.03;0.00;0.01;0.00;0.02
2.12;0.00;0.03;-0.09;0.01;0.00;0.02
2.16;0.00;0.03;-0.09;0.01;0.00;0.02
2.20;0.00;0.03;-0.10;0.03;0.00;0.02
2.24;0.00;0.03;-0.11;0.04;0.00;0.02
2.28;0.00;0.03;-0.11;0.05;0.00;0.02
2.32;0.00;0.01;-0.12;0.07;0.00;0.02
2.36;0.00;-0.01;-0.12;0.08;0.04;0.02
2.40;0.00;-0.01;-0.12;0.10;0.05;0.03
2.44;0.00;-0.01;-0.13;0.10;0.05;0.03
2.48;0.00;-0.02;-0.13;0.10;0.06;0.03
2.52;0.00;-0.02;-0.14;0.10;0.08;0.03
2.56;0.00;-0.03;-0.14;0.10;0.09;0.03
2.60;0.00;-0.05;-0.14;0.10;0.09;0.04
2.64;0.00;-0.07;-0.14;0.10;0.10;0.04
2.68;0.00;-0.07;-0.14;0.10;0.11;0.05
2.72;0.00;-0.08;-0.15;0.10;0.12;0.06
2.76;0.00;-0.09;-0.15;0.10;0.14;0.06
2.80;0.00;-0.10;-0.15;0.10;0.14;0.07
2.84;0.00;-0.12;-0.15;0.10;0.15;0.07
2.88;0.00;-0.13;-0.15;0.10;0.16;0.07
2.92;0.00;-0.13;-0.15;0.10;0.16;0.07
2.96;0.00;-0.13;-0.15;0.10;0.16;0.07
3.00;0.00;-0.14;-0.15;0.10;0.16;0.07
3.04;0.00;-0.15;-0.15;0.10;0.16;0.07
3.08;0.00;-0.15;-0.15;0.10;0.16;0.07
3.12;0.00;-0.16;-0.15;0.10;0.15;0.08
3.16;0.00;-0.16;-0.15;0.10;0.11;0.08
3.20;0.00;-0.16;-0.15;0.10;0.08;0.08
3.24;0.00;-0.16;-0.15;0.10;0.06;0.09
3.28;0.00;-0.16;-0.15;0.10;0.05;0.09
3.32;0.00;-0.16;-0.15;0.10;0.05;0.09
3.36;0.00;-0.16;-0.15;0.10;0.05;0.09
3.40;0.00;-0.16;-0.15;0.10;0.05;0.09
3.44;0.00;-0.16;-0.15;0.10;0.05;0.09
3.48;0.00;-0.16;-0.15;0.10;0.06;0.09
3.52;0.00;-0.16;-0.15;0.10;0.08;0.09
3.56;0.00;-0.16;-0.15;0.10;0.10;0.10
3.60;0.00;-0.16;-0.15;0.10;0.12;0.11
3.64;0.00;-0.16;-0.15;0.10;0.14;0.14
3.68;0.00;-0.16;-0.15;0.10;0.15;0.15
3.72;0.00;-0.16;-0.15;0.10;0.16;0.15
3.76;0.00;-0.16;-0.15;0.10;0.16;0.15
3.80;0.00;-0.16;-0.15;0.10;0.16;0.15
3.84;0.00;-0.16;-0.15;0.09;0.17;0.15
3.88;0.00;-0.16;-0.15;0.08;0.17;0.15
3.92;0.00;-0.16;-0.15;0.08;0.17;0.15
3.96;0.00;-0.16;-0.15;0.08;0.18;0.15
4.00;0.00;-0.16;-0.15;0.08;0.21;0.15
4.04;0.00;-0.16;-0.15;0.08;0.23;0.15
4.08;0.00;-0.16;-0.15;0.08;0.26;0.15
4.12;0.00;-0.16;-0.15;0.08;0.27;0.15
4.16;0.00;-0.16;-0.15;0.08;0.28;0.15
4.20;0.00;-0.16;-0.15;0.08;0.29;0.15
4.24;0.00;-0.16;-0.15;0.08;0.30;0.15
4.28;0.00;-0.16;-0.15;0.08;0.30;0.15
4.32;0.01;-0.16;-0.15;0.08;0.30;0.15
4.36;0.01;-0.16;-0.15;0.08;0.30;0.15
4.40;0.01;-0.16;-0.15;0.08;0.29;0.15
4.44;0.01;-0.16;-0.15;0.08;0.28;0.14
4.48;0.01;-0.16;-0.15;0.08;0.27;0.14
4.52;0.01;-0.16;-0.15;0.08;0.26;0.14
4.56;0.01;-0.16;-0.15;0.08;0.25;0.14
4.60;0.01;-0.16;-0.15;0.08;0.23;0.14
4.64;0.02;-0.16;-0.15;0.08;0.21;0.14
4.68;0.03;-0.16;-0.15;0.08;0.21;0.13
4.72;0.03;-0.16;-0.15;0.08;0.21;0.12
4.76;0.03;-0.16;-0.15;0.08;0.21;0.12
4.80;0.04;-0.16;-0.15;0.08;0.21;0.12
4.84;0.05;-0.16;-0.15;0.08;0.21;0.12
4.88;0.05;-0.16;-0.15;0.08;0.21;0.11
4.92;0.05;-0.16;-0.15;0.08;0.20;0.11
4.96;0.05;-0.16;-0.15;0.08;0.19;0.11
5.00;0.05;-0.16;-0.15;0.08;0.18;0.11
5.04;0.05;-0.16;-0.15;0.08;0.17;0.11
5.08;0.05;-0.16;-0.15;0.08;0.16;0.11
5.12;0.05;-0.16;-0.15;0.08;0.16;0.11
5.16;0.05;-0.16;-0.15;0.07;0.15;0.10
5.20;0.05;-0.16;-0.15;0.07;0.15;0.10
5.24;0.05;-0.16;-0.15;0.07;0.15;0.10
5.28;0.04;-0.16;-0.15;0.07;0.15;0.10
5.32;0.04;-0.16;-0.15;0.07;0.15;0.10
5.36;0.04;-0.16;-0.15;0.07;0.15;0.10
5.40;0.04;-0.16;-0.15;0.07;0.15;0.10
5.44;0.03;-0.16;-0.15;0.07;0.15;0.09
5.48;0.02;-0.15;-0.15;0.07;0.15;0.09
5.52;0.02;-0.15;-0.15;0.05;0.17;0.09
5.56;0.02;-0.15;-0.15;0.05;0.20;0.09
5.60;0.02;-0.15;-0.15;0.05;0.22;0.09
5.64;0.01;-0.15;-0.15;0.05;0.24;0.09
5.68;0.00;-0.15;-0.15;0.05;0.26;0.08
5.72;0.00;-0.15;-0.15;0.05;0.26;0.08
5.76;-0.01;-0.15;-0.15;0.05;0.26;0.08
5.80;-0.01;-0.15;-0.15;0.05;0.26;0.08
5.84;-0.02;-0.15;-0.15;0.05;0.26;0.08
5.88;-0.02;-0.15;-0.15;0.05;0.26;0.08
5.92;-0.03;-0.15;-0.15;0.05;0.26;0.08
5.96;-0.03;-0.15;-0.15;0.06;0.26;0.07
6.00;-0.03;-0.15;-0.15;0.06;0.26;0.07
6.04;-0.03;-0.15;-0.15;0.07;0.26;0.07
6.08;-0.03;-0.15;-0.15;0.07;0.28;0.07
6.12;-0.03;-0.15;-0.15;0.07;0.31;0.06
6.16;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.20;-0.03;-0.15;-0.15;0.08;0.34;0.06
6.24;-0.03;-0.15;-0.15;0.08;0.34;0.06
6.28;-0.03;-0.15;-0.15;0.08;0.34;0.06
6.32;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.36;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.40;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.44;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.48;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.52;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.56;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.60;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.64;-0.03;-0.15;-0.15;0.08;0.33;0.06
6.68;-0.04;-0.15;-0.15;0.08;0.33;0.06
6.72;-0.06;-0.15;-0.15;0.08;0.33;0.06
6.76;-0.08;-0.15;-0.13;0.08;0.31;0.06
6.80;-0.10;-0.15;-0.13;0.08;0.29;0.06
6.84;-0.11;-0.15;-0.13;0.08;0.26;0.06
6.88;-0.12;-0.15;-0.13;0.08;0.24;0.06
6.92;-0.12;-0.15;-0.13;0.08;0.24;0.05
6.96;-0.12;-0.15;-0.13;0.08;0.24;0.05
7.00;-0.12;-0.15;-0.13;0.08;0.24;0.05
7.04;-0.13;-0.15;-0.13;0.08;0.24;0.05
7.08;-0.13;-0.15;-0.13;0.08;0.24;0.05
7.12;-0.13;-0.15;-0.13;0.08;0.24;0.05
7.16;-0.13;-0.15;-0.13;0.08;0.24;0.05
7.20;-0.13;-0.15;-0.13;0.08;0.23;0.05
7.24;-0.13;-0.15;-0.13;0.08;0.20;0.05
7.28;-0.13;-0.15;-0.13;0.08;0.18;0.05
7.32;-0.13;-0.15;-0.13;0.08;0.18;0.05
7.36;-0.13;-0.15;-0.13;0.08;0.18;0.05
7.40;-0.13;-0.15;-0.13;0.09;0.18;0.05
7.44;-0.13;-0.15;-0.13;0.11;0.18;0.05
7.48;-0.13;-0.15;-0.13;0.11;0.18;0.04
7.52;-0.13;-0.15;-0.13;0.12;0.18;0.04
7.56;-0.13;-0.15;-0.13;0.12;0.18;0.04
7.60;-0.13;-0.15;-0.13;0.12;0.18;0.03
7.64;-0.13;-0.15;-0.13;0.13;0.18;0.03
7.68;-0.13;-0.15;-0.13;0.14;0.17;0.02
7.72;-0.13;-0.15;-0.13;0.14;0.16;0.02
7.76;-0.13;-0.15;-0.13;0.14;0.15;0.01
7.80;-0.13;-0.15;-0.13;0.15;0.15;0.01
7.84;-0.13;-0.15;-0.13;0.15;0.15;0.00
7.88;-0.13;-0.15;-0.15;0.15;0.15;0.00
7.92;-0.13;-0.15;-0.16;0.15;0.15;0.00
7.96;-0.12;-0.15;-0.16;0.15;0.15;0.00
8.00;-0.12;-0.15;-0.16;0.15;0.15;0.00
8.04;-0.11;-0.15;-0.16;0.15;0.15;0.00
8.08;-0.10;-0.15;-0.16;0.15;0.15;0.00
8.12;-0.08;-0.15;-0.16;0.15;0.15;0.00
8.16;-0.08;-0.14;-0.16;0.15;0.13;0.00
8.20;-0.08;-0.14;-0.16;0.15;0.12;0.00
8.24;-0.08;-0.14;-0.17;0.15;0.11;0.00
8.28;-0.08;-0.14;-0.17;0.15;0.11;0.00
8.32;-0.08;-0.14;-0.17;0.15;0.11;0.00
8.36;-0.08;-0.14;-0.17;0.15;0.11;0.00
8.40;-0.08;-0.13;-0.17;0.15;0.11;0.00
8.44;-0.08;-0.13;-0.17;0.15;0.11;0.00
8.48;-0.08;-0.13;-0.17;0.15;0.11;0.00
8.52;-0.08;-0.13;-0.17;0.15;0.10;0.00
8.56;-0.08;-0.13;-0.17;0.15;0.10;0.00
8.60;-0.08;-0.12;-0.17;0.15;0.08;0.00
8.64;-0.08;-0.12;-0.17;0.15;0.07;0.00
8.68;-0.09;-0.12;-0.17;0.15;0.06;0.00
8.72;-0.10;-0.12;-0.17;0.15;0.06;0.00
8.76;-0.10;-0.12;-0.17;0.15;0.06;0.00
8.80;-0.10;-0.12;-0.17;0.15;0.06;0.00
8.84;-0.10;-0.11;-0.17;0.15;0.06;0.00
8.88;-0.11;-0.11;-0.17;0.15;0.06;0.00
8.92;-0.11;-0.11;-0.17;0.15;0.06;0.00
8.96;-0.12;-0.09;-0.17;0.15;0.05;0.00
9.00;-0.12;-0.09;-0.17;0.15;0.03;0.00
9.04;-0.13;-0.09;-0.17;0.15;0.01;0.00
9.08;-0.13;-0.09;-0.17;0.15;0.01;0.00
9.12;-0.13;-0.09;-0.17;0.15;0.01;0.00
9.16;-0.13;-0.09;-0.17;0.14;0.01;0.00
9.20;-0.13;-0.09;-0.17;0.13;0.01;0.00
9.24;-0.13;-0.10;-0.17;0.13;0.01;0.00
9.28;-0.13;-0.11;-0.17;0.12;0.01;0.00
9.32;-0.13;-0.12;-0.17;0.12;0.00;0.00
9.36;-0.13;-0.12;-0.17;0.12;-0.01;0.00
9.40;-0.13;-0.13;-0.17;0.11;-0.04;0.00
9.44;-0.13;-0.13;-0.17;0.10;-0.04;0.00
9.48;-0.13;-0.14;-0.17;0.08;-0.04;0.00
9.52;-0.13;-0.14;-0.17;0.07;-0.04;0.00
9.56;-0.13;-0.15;-0.17;0.05;-0.04;0.00
9.60;-0.13;-0.16;-0.17;0.04;-0.04;0.00
9.64;-0.13;-0.17;-0.17;0.05;-0.04;0.00
9.68;-0.13;-0.17;-0.17;0.05;-0.04;0.00
9.72;-0.13;-0.18;-0.17;0.05;-0.04;0.00
9.76;-0.13;-0.18;-0.17;0.05;-0.07;0.00
9.80;-0.13;-0.18;-0.17;0.05;-0.08;0.00
9.84;-0.13;-0.18;-0.17;0.05;-0.08;0.00
9.88;-0.14;-0.18;-0.17;0.05;-0.08;0.00
9.92;-0.14;-0.18;-0.17;0.05;-0.08;0.00
9.96;-0.16;-0.19;-0.17;0.05;-0.08;0.00
10.00;-0.17;-0.19;-0.17;0.05;-0.08;0.00
10.04;-0.17;-0.20;-0.17;0.05;-0.08;0.00
10.08;-0.17;-0.20;-0.17;0.05;-0.08;0.00
10.12;-0.18;-0.20;-0.17;0.05;-0.10;0.00
10.16;-0.18;-0.20;-0.17;0.05;-0.11;0.00
10.20;-0.18;-0.20;-0.17;0.05;-0.12;0.00
10.24;-0.18;-0.20;-0.17;0.05;-0.12;0.00
10.28;-0.17;-0.20;-0.17;0.05;-0.12;0.00
10.32;-0.17;-0.20;-0.17;0.05;-0.12;0.00
10.36;-0.17;-0.20;-0.17;0.05;-0.12;0.00
10.40;-0.17;-0.18;-0.17;0.05;-0.13;0.00
10.44;-0.17;-0.16;-0.17;0.05;-0.13;0.00
10.48;-0.17;-0.16;-0.17;0.05;-0.14;0.00
10.52;-0.16;-0.15;-0.16;0.05;-0.15;0.00
10.56;-0.16;-0.12;-0.16;0.05;-0.16;0.00
10.60;-0.16;-0.11;-0.16;0.05;-0.17;0.00
10.64;-0.15;-0.07;-0.16;0.05;-0.17;0.00
10.68;-0.15;-0.05;-0.16;0.05;-0.17;0.00
10.72;-0.15;-0.04;-0.16;0.05;-0.17;0.00
10.76;-0.14;-0.03;-0.16;0.05;-0.17;0.00
10.80;-0.14;-0.03;-0.16;0.05;-0.17;0.00
10.84;-0.14;-0.03;-0.16;0.05;-0.17;0.00
10.88;-0.14;-0.03;-0.16;0.05;-0.17;0.00
10.92;-0.14;-0.03;-0.16;0.05;-0.18;0.00
10.96;-0.14;-0.03;-0.16;0.05;-0.20;0.00
11.00;-0.14;-0.03;-0.16;0.05;-0.21;0.00
11.04;-0.14;-0.03;-0.16;0.05;-0.21;0.00
11.08;-0.13;-0.03;-0.16;0.05;-0.22;0.00
11.12;-0.13;-0.03;-0.16;0.05;-0.22;0.00
11.16;-0.13;-0.03;-0.16;0.05;-0.22;0.00
11.20;-0.13;-0.03;-0.16;0.05;-0.22;0.00
11.24;-0.13;-0.03;-0.16;0.05;-0.22;0.00
11.28;-0.13;-0.03;-0.16;0.05;-0.22;0.00
11.32;-0.12;-0.03;-0.16;0.05;-0.22;0.00
11.36;-0.12;-0.03;-0.16;0.05;-0.23;0.00
11.40;-0.12;-0.03;-0.16;0.05;-0.23;0.00
11.44;-0.12;-0.03;-0.16;0.05;-0.23;0.00
11.48;-0.12;-0.03;-0.16;0.05;-0.23;0.00
11.52;-0.12;-0.03;-0.16;0.05;-0.23;0.00
11.56;-0.11;-0.03;-0.16;0.05;-0.23;0.00
11.60;-0.11;-0.03;-0.16;0.05;-0.23;0.00
11.64;-0.11;-0.03;-0.16;0.05;-0.23;0.00
11.68;-0.11;-0.03;-0.16;0.05;-0.24;0.00
11.72;-0.10;-0.03;-0.16;0.05;-0.24;0.00
11.76;-0.10;-0.03;-0.16;0.05;-0.24;0.00
11.80;-0.10;-0.03;-0.16;0.05;-0.25;0.00
11.84;-0.10;-0.03;-0.16;0.05;-0.26;0.00
11.88;-0.10;-0.03;-0.16;0.05;-0.26;0.00
11.92;-0.10;-0.03;-0.16;0.05;-0.26;0.00
11.96;-0.10;-0.03;-0.16;0.05;-0.26;0.00
12.00;-0.10;-0.03;-0.16;0.05;-0.26;0.00
12.04;-0.10;-0.03;-0.16;0.05;-0.26;0.00
12.08;-0.10;-0.03;-0.16;0.05;-0.26;0.00
12.12;-0.10;-0.03;-0.16;0.05;-0.26;0.00
12.16;-0.10;-0.03;-0.16;0.05;-0.27;0.00
12.20;-0.10;-0.03;-0.17;0.05;-0.29;0.00
12.24;-0.10;-0.03;-0.17;0.05;-0.31;0.00
12.28;-0.10;-0.03;-0.17;0.05;-0.32;0.00
12.32;-0.10;-0.03;-0.17;0.05;-0.32;0.00
12.36;-0.10;-0.03;-0.17;0.05;-0.32;0.00
12.40;-0.10;-0.03;-0.17;0.05;-0.32;0.00
12.44;-0.10;-0.03;-0.17;0.05;-0.32;0.01
12.48;-0.10;-0.03;-0.17;0.05;-0.32;0.01
12.52;-0.10;-0.04;-0.17;0.05;-0.32;0.01
12.56;-0.10;-0.04;-0.17;0.05;-0.32;0.01
12.60;-0.10;-0.06;-0.17;0.05;-0.31;0.01
12.64;-0.10;-0.06;-0.17;0.05;-0.30;0.01
12.68;-0.10;-0.06;-0.17;0.05;-0.29;0.01
12.72;-0.10;-0.06;-0.17;0.05;-0.27;0.01
12.76;-0.10;-0.06;-0.17;0.05;-0.26;0.02
12.80;-0.10;-0.06;-0.17;0.05;-0.24;0.02
12.84;-0.10;-0.06;-0.17;0.05;-0.24;0.02
12.88;-0.10;-0.06;-0.17;0.05;-0.24;0.02
12.92;-0.10;-0.06;-0.17;0.05;-0.24;0.02
12.96;-0.10;-0.06;-0.17;0.05;-0.24;0.02
13.00;-0.10;-0.06;-0.17;0.05;-0.23;0.02
13.04;-0.10;-0.06;-0.17;0.05;-0.23;0.02
13.08;-0.10;-0.06;-0.17;0.05;-0.23;0.02
13.12;-0.10;-0.06;-0.17;0.05;-0.21;0.02
13.16;-0.10;-0.06;-0.17;0.05;-0.18;0.02
13.20;-0.09;-0.06;-0.17;0.05;-0.16;0.02
13.24;-0.09;-0.06;-0.17;0.05;-0.14;0.02
13.28;-0.09;-0.06;-0.17;0.05;-0.14;0.02
13.32;-0.08;-0.06;-0.17;0.05;-0.14;0.02
13.36;-0.08;-0.06;-0.17;0.05;-0.14;0.02
13.40;-0.08;-0.06;-0.17;0.05;-0.14;0.02
13.44;-0.07;-0.06;-0.17;0.05;-0.14;0.02
13.48;-0.07;-0.06;-0.17;0.05;-0.14;0.02
13.52;-0.07;-0.06;-0.17;0.05;-0.14;0.02
13.56;-0.07;-0.06;-0.17;0.05;-0.13;0.02
13.60;-0.06;-0.06;-0.17;0.05;-0.13;0.02
13.64;-0.06;-0.06;-0.17;0.05;-0.12;0.02
13.68;-0.05;-0.06;-0.17;0.05;-0.11;0.02
13.72;-0.05;-0.06;-0.17;0.05;-0.10;0.02
13.76;-0.05;-0.06;-0.17;0.05;-0.10;0.02
13.80;-0.05;-0.06;-0.17;0.05;-0.09;0.02
13.84;-0.04;-0.06;-0.17;0.05;-0.09;0.01
13.88;-0.04;-0.06;-0.17;0.05;-0.09;0.01
13.92;-0.04;-0.06;-0.17;0.05;-0.09;0.01
13.96;-0.04;-0.06;-0.16;0.05;-0.09;0.01
14.00;-0.04;-0.06;-0.16;0.05;-0.10;0.01
14.04;-0.04;-0.06;-0.16;0.05;-0.14;0.01
14.08;-0.04;-0.06;-0.15;0.05;-0.18;0.01
14.12;-0.03;-0.06;-0.15;0.05;-0.18;0.01
14.16;-0.03;-0.06;-0.15;0.05;-0.18;0.01
14.20;-0.03;-0.06;-0.15;0.05;-0.18;0.01
14.24;-0.03;-0.06;-0.15;0.05;-0.19;0.01
14.28;-0.03;-0.06;-0.15;0.05;-0.19;0.01
14.32;-0.03;-0.05;-0.15;0.05;-0.19;0.01
14.36;-0.03;-0.05;-0.15;0.05;-0.19;0.01
14.40;-0.03;-0.05;-0.15;0.05;-0.19;0.01
14.44;-0.03;-0.05;-0.15;0.05;-0.20;0.01
14.48;-0.03;-0.05;-0.15;0.05;-0.23;0.01
14.52;-0.03;-0.05;-0.15;0.05;-0.24;0.01
14.56;-0.03;-0.05;-0.15;0.05;-0.25;0.01
14.60;-0.03;-0.05;-0.15;0.05;-0.25;0.01
14.64;-0.02;-0.05;-0.15;0.05;-0.25;0.01
14.68;-0.02;-0.05;-0.15;0.05;-0.25;0.01
14.72;-0.02;-0.05;-0.15;0.05;-0.25;0.01
14.76;-0.02;-0.05;-0.15;0.05;-0.26;0.01
14.80;-0.02;-0.05;-0.15;0.05;-0.26;0.01
14.84;-0.02;-0.05;-0.15;0.05;-0.30;0.01
14.88;-0.02;-0.05;-0.15;0.05;-0.32;0.01
14.92;-0.02;-0.05;-0.15;0.05;-0.32;0.01
14.96;-0.02;-0.05;-0.15;0.05;-0.32;0.01
15.00;-0.02;-0.05;-0.15;0.05;-0.32;0.01
15.04;-0.02;-0.05;-0.15;0.05;-0.32;0.02
15.08;-0.02;-0.05;-0.15;0.05;-0.32;0.02
15.12;-0.02;-0.05;-0.14;0.05;-0.32;0.02
15.16;-0.02;-0.05;-0.14;0.05;-0.33;0.02
15.20;-0.02;-0.05;-0.14;0.05;-0.34;0.02
15.24;-0.02;-0.05;-0.14;0.05;-0.35;0.02
15.28;-0.02;-0.05;-0.14;0.05;-0.35;0.02
15.32;-0.02;-0.05;-0.14;0.05;-0.35;0.02
15.36;-0.02;-0.05;-0.14;0.05;-0.35;0.02
15.40;-0.02;-0.05;-0.14;0.05;-0.35;0.02
15.44;-0.02;-0.05;-0.14;0.05;-0.36;0.02
15.48;-0.02;-0.05;-0.14;0.05;-0.36;0.02
15.52;-0.02;-0.05;-0.14;0.05;-0.36;0.02
15.56;-0.02;-0.05;-0.14;0.05;-0.36;0.02
15.60;-0.02;-0.05;-0.14;0.05;-0.36;0.02
15.64;-0.02;-0.05;-0.14;0.05;-0.39;0.02
15.68;-0.02;-0.05;-0.14;0.05;-0.39;0.02
15.72;-0.02;-0.05;-0.14;0.05;-0.39;0.02
15.76;-0.02;-0.05;-0.14;0.05;-0.39;0.02
15.80;-0.02;-0.05;-0.14;0.05;-0.40;0.02
15.84;-0.02;-0.05;-0.14;0.05;-0.40;0.02
15.88;-0.02;-0.05;-0.14;0.05;-0.40;0.02
15.92;-0.02;-0.05;-0.14;0.05;-0.40;0.02
15.96;-0.02;-0.05;-0.14;0.05;-0.40;0.02
16.00;-0.02;-0.05;-0.14;0.05;-0.40;0.02
16.04;-0.02;-0.05;-0.14;0.05;-0.40;0.02
16.08;-0.02;-0.04;-0.14;0.05;-0.40;0.02
16.12;-0.02;-0.04;-0.14;0.05;-0.40;0.02
16.16;-0.02;-0.03;-0.14;0.05;-0.40;0.02
16.20;-0.02;-0.03;-0.14;0.05;-0.41;0.02
16.24;-0.02;-0.03;-0.14;0.05;-0.42;0.02
16.28;-0.02;-0.03;-0.14;0.05;-0.43;0.02
16.32;-0.02;-0.03;-0.14;0.05;-0.43;0.02
16.36;-0.02;-0.02;-0.14;0.05;-0.43;0.02
16.40;-0.02;-0.02;-0.14;0.05;-0.43;0.02
16.44;-0.02;-0.02;-0.14;0.05;-0.43;0.02
16.48;-0.02;-0.02;-0.14;0.05;-0.43;0.03
16.52;-0.02;-0.02;-0.15;0.05;-0.43;0.03
16.56;-0.02;-0.02;-0.15;0.05;-0.43;0.03
16.60;-0.02;-0.02;-0.15;0.05;-0.42;0.03
16.64;-0.02;-0.02;-0.15;0.05;-0.41;0.03
16.68;-0.02;-0.02;-0.15;0.05;-0.39;0.02
16.72;-0.02;-0.02;-0.15;0.05;-0.36;0.02
16.76;-0.02;-0.01;-0.15;0.05;-0.34;0.02
16.80;-0.02;-0.01;-0.16;0.05;-0.34;0.02
16.84;-0.02;-0.01;-0.16;0.05;-0.33;0.02
16.88;-0.02;-0.01;-0.16;0.05;-0.33;0.02
16.92;-0.02;-0.01;-0.16;0.05;-0.33;0.02
16.96;-0.02;-0.01;-0.16;0.05;-0.33;0.02
17.00;-0.02;-0.01;-0.16;0.05;-0.33;0.02
17.04;-0.02;-0.01;-0.16;0.05;-0.33;0.02
17.08;-0.02;-0.01;-0.17;0.05;-0.31;0.01
17.12;-0.02;-0.01;-0.18;0.05;-0.29;0.01
17.16;-0.02;-0.01;-0.18;0.05;-0.29;0.01
17.20;-0.02;-0.01;-0.18;0.05;-0.28;0.01
17.24;-0.02;-0.01;-0.18;0.05;-0.28;0.01
17.28;-0.02;-0.01;-0.18;0.05;-0.28;0.01
17.32;-0.02;-0.01;-0.18;0.05;-0.28;0.01
17.36;-0.02;-0.01;-0.18;0.05;-0.28;0.01
17.40;-0.02;-0.01;-0.18;0.05;-0.28;0.00
17.44;-0.02;-0.01;-0.18;0.05;-0.27;0.00
17.48;-0.02;-0.01;-0.18;0.05;-0.25;0.00
17.52;-0.02;-0.01;-0.18;0.05;-0.24;0.00
17.56;-0.02;-0.01;-0.18;0.05;-0.23;0.00
17.60;-0.02;-0.01;-0.18;0.05;-0.22;0.00
17.64;-0.02;-0.01;-0.19;0.05;-0.22;0.00
17.68;-0.02;-0.01;-0.19;0.05;-0.22;-0.01
17.72;-0.02;-0.01;-0.19;0.05;-0.22;-0.01
17.76;-0.02;-0.01;-0.19;0.05;-0.22;-0.01
17.80;-0.02;-0.01;-0.19;0.05;-0.22;-0.01
17.84;-0.02;-0.00;-0.19;0.05;-0.22;-0.01
17.88;-0.02;-0.00;-0.19;0.05;-0.20;-0.01
17.92;-0.02;-0.00;-0.19;0.05;-0.18;-0.01
